Original,Prediction,Simplified sentences
"however , it was not until the threat of invasion by the forces of spain in 1585 that lieutenants were appointed to all counties and counties corporate and became in effect permanent . <eos>","however , it was not until the first of spain in the state that were also made to all counties and counties corporate and became a lot in effect . <eos>",it was not until the threat of invasion by the forces of spain in 1585 that lieutenants were appointed to all counties . <eos>
"the judge ordered that chapman should receive psychiatric treatment in prison and sentenced him to twenty years to life , slightly less than the maximum possible of twenty-five years to life . <eos>","the judge ordered that james should receive treatment and sentenced him to help years to life , but less less than the maximum possible of people to life . <eos>",he was sentenced to twenty-five years to life in prison in 1981 . <eos>
"he gives lulu a revolver , and orders her to kill herself , but when the schoolboy comes out from under the table he is distracted and she shoots schon instead . <eos>","he gives a guitar , and her her to kill the swedish woman from under the table he is clear and she has no important . <eos>","he gives lulu a revolver , and tells her to kill herself , but she shoots schon instead . <eos>"
"the components are generally distributed together , have a consistent user interface and usually can interact with each other , sometimes in ways that the operating system would not normally allow . <eos>",the components are generally distributed together . <eos>,"the parts of an office suite are usually come together , have a standard user interface and usually can interact with each other , sometimes in ways operating system would not normally allow . <eos>"
"earth 's interior remains active , with a thick layer of relatively solid mantle , a liquid outer core that generates a magnetic field , and a solid iron inner core . <eos>","earth 's interior remains , with a thick layer of relatively solid , a liquid , a liquid that has a magnetic field , and a solid iron inner core . <eos>","everything that lives on earth is on top of the crust . below that is a layer of thick , liquid rock called the mantle . under that is a thin liquid layer called the outer core and then the solid iron inner core . <eos>"
"a typical great hall was a rectangular room between one and a half and three times as long as it was wide , and also higher than it was wide . <eos>",a typical great hall was a big room between one and a half and three times as long as it was wide . <eos>,"appearance a great hall was a rectangular room between one and a half and three times as long as it was wide , and also higher than it was wide . <eos>"
"being much more resistant to cold and moist weather conditions , brick enabled the construction of permanent buildings in regions where the harsher climate precluded the use of mud bricks . <eos>","being much more to cold and avoid weather conditions , and about weather conditions conditions , and 55 weather conditions . <eos>",fired bricks were much more resistant to cold and moist weather conditions.fired bricks enabled the construction of permanent buildings in regions where the harsher climate precluded the use of mud bricks . <eos>
"a succession of steadily more powerful and flexible computing devices were constructed in the 1930s and 1940s , gradually adding the key features that are seen in modern computers . <eos>","a supporter of more more powerful and flexible computing devices were constructed in the 1930s and 1940s , gradually and gradually , gradually and flexible computing devices were constructed in modern computers . <eos>",computing devices became more powerful and flexible during the 1930s and 1940s . <eos>
"however , the bulk of the river flows through tropical rainforest , where there are few roads and even fewer cities , so there is no need for crossings . <eos>","however , the same of the river flows through tropical storm , where there are few days , so there is no need for the same . <eos>","for most of its course , the river flows through tropical rainforest , there are very few roads and cities . <eos>"
macmillan gave lectures on each of the nine symphonies of beethoven which were followed by a performance of the symphony in piano duet arrangement played by macmillan and dale . <eos>,"the task of the nine symphonies were followed by a performance of the symphony in piano , although not followed by a performance of the symphony in piano . <eos>","ernest macmillan gave lectures about each of the nine symphonies by beethoven , after which he and dale would play the whole symphony in a piano duet arrangement . <eos>"
"for example , in information theory , a signal is a codified message , that is , the sequence of states in a communication channel that encodes a message . <eos>","for example , in information , information theory , a signal is a message , that is the sequence of the states in a communication channel that allows a message . <eos>","for example , in information theory , a signal is a codified message , ie , the sequence of states in a communications channel that encodes a message . <eos>"
"as a result , the rest of the muslim community is responsible for providing the participants with food , drinks , and whatever else they need during their stay . <eos>","as a result , the rest of the muslim community is responsible for the food with food , and especially else they need during their country . <eos>","as a result , the rest of the muslim community is responsible for providing them with food , drinks , and whatever else they need during their stay . <eos>"
"eleven players were inducted into the category , but in 2000 the board of directors eliminated it and those inductees are now considered to be in the player category . <eos>","eleven players were inducted into the category , but in 2000 the board of directors . <eos>","eleven players were added into the category , but in 2000 the board of directors eliminated it and those inductees are now considered to be in the player category . <eos>"
"the term was coined by thomas henry huxley in april 1860 , and was used to describe evolutionary concepts , including earlier concepts such as malthusianism and spencerism . <eos>","the term was coined by thomas henry de waart in april , and was used to describe evolutionary technology , including a huge way . <eos>","the term was coined by thomas henry huxley in april 1860 . he used it to describe evolutionary concepts , including earlier concepts such as malthusianism and spencerism . <eos>"
a boot is a type of footwear that covers at least the foot and the ankle and sometimes extends up to the knee or even the hip . <eos>,a newspaper is a type of the band that has a type of that types of the band that has a type of that types . <eos>,a boot is a type of footwear that protects the foot and ankle . <eos>
"in archaeology , an artifact or artefact is any object made or modified by a human culture , and often one later recovered by some archaeological endeavor . <eos>","in archaeology , an fluid or is any object made . some of the human culture , and often one later made by some two days . <eos>","in archaeology , an artifact or artefact is an object made or modified by a human culture . <eos>"
"almost as soon as he leaves , annius and the guard publius arrive to escort vitellia to titus , who has now chosen her as his empress . <eos>","he was soon leaves , and the best time to make him to make him her as his friend . <eos>","almost as soon as he leaves , annius and the guard publius arrive to take vitellia to titus , who has now chosen her as his empress . <eos>"
"deomyines share no morphological characteristics that can be used to separate them from other muroids , though subtle aspects of the third upper molar have been suggested . <eos>","fritz share no characteristics , or '' progressive characteristics "" that can be used to make them from other editors , though they are not used them from other editors , though they are not used them from other editors , though they are not been<eos>","deomyines share no morphological characteristics that can be used to separate them from other muroids . subtle aspects of the third upper molar have been suggested , though . <eos>"
december is the twelfth and last month of the year in the gregorian calendar and one of seven gregorian months with the length of 31 days . <eos>,december is the twelfth and last of the year in the gregorian calendar . <eos>,"december is the twelfth and last month of the year , with 31 days . <eos>"
"egypt is famous for its ancient civilization and some of the world 's most famous monuments , including the giza pyramid complex and its great sphinx . <eos>",egypt is famous for its ancient civilization and some great important . <eos>,"egypt is famous for its very old monuments , such as the pyramids and the sphinx . <eos>"
"the episodes ran 35 minutes , and episodes were very often edited to a standard half-hour running time when repeated on the bbc or satellite channels . <eos>","the episodes of the episodes 's first husband minutes , and episodes were very often edited to a standard match . <eos>","the episodes ran 35 minutes , and many episodes were cut when repeated on the bbc or satellite channels . <eos>"
"it is revealed in the second episode that he is the current incarnation of the avatar , the spirit of the planet manifested in human form . <eos>",it is in the second episode that he is the current incarnation of the planet in human form . <eos>,"it the second episode , aang was shown to be the current incarnation of the avatar , the spirit of the planet as a human . <eos>"
"the population of afghanistan is divided into a wide variety of ethnic groups of which tajik , pashtun , hazara , uzbek and baloch . <eos>","the population of afghanistan is divided into a wide variety of ethnic groups of which , harvest , and food . <eos>",the population of afghanistan is divided into many ethnic groups . <eos>
"by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the democratic-republicans were not moving toward disunion . <eos>","by direct direct action in favor of white popular , madison tried tried to make sure that the korean were not moving to make sure that the people were not moving to make sure that the people were not moving to make sure that the members<eos>","by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the republicans were not moving toward disunion . <eos>"
"it was founded in the 14th century by genoese colonists , who employed large numbers of workmen -lrb- calfats -rrb- in repairing ships . <eos>","it was founded in the 14th century by the genoese , who was founded in antalya ships . <eos>",calafat was started in the 14th century by genoese colonists . <eos>
"much of the enlightenment occurred in french intellectual circles , and major scientific breakthroughs were achieved by french scientists in the 18th century . <eos>","much of the enlightenment in french seats , and major scientific were made by french scientists in the 18th century . <eos>",french scientists made big scientific discoveries in the 18th century . <eos>
"in computing , a protocol is a set of rules which is used by computers to communicate with each other across a network . <eos>","in computing , a protocol is a set of the rules which is used by computers to communicate with each other . <eos>","in computing , a protocol is the language used by computers while talking with each other . <eos>"
"in 1527 it fell into the hands of the revay family , who suppressed the town privileges of mosovce for almost 400 years . <eos>","in the vassal it fell into the hands of the family family , who spent the town of nature for almost almost 400 years . <eos>","in 1527 the revay family became its owners , and they took away the town privileges of mosovce for almost 400 years . <eos>"
"the name jadgal applies specifically to groups that still speak the jadgali language , in the makran region of iran and pakistan . <eos>","the name '' french "" specifically to the language language , in the makran region of iran and pakistan . <eos>",the jadgal people speak the jadgali language . <eos>
the combination of new weapons and tactics have caused many historians to consider this battle the beginning of the end of chivalry . <eos>,the combination of new weapons and tactics have caused many many historians to consider this battle of the end of the end of the end of the end of the end of the end of the end of the end of the end of the south<eos>,because of this change some historians call this battle the beginning of the end of chivalry . <eos>
"the caper story is distinguished from the straight crime story by elements of humor , adventure , or unusual cleverness or audacity . <eos>","the story story is a cardiac crime by elements of humor , or unusual . <eos>","the typical elements of caper stories are humor , adventure , or unusual cleverness or audacity . <eos>"
in 1940 ellis became a member of maud who were investigating the possibility of using nuclear fission to develop new weapons . <eos>,"in 1940 , ellis became a member of the mps who were the most important person to develop new weapons . <eos>",during world war ii he worked on the possibility of using nuclear fission to develop new weapons . <eos>
"it is a transportation , commercial , and manufacturing centre , and has numerous industrial companies , principally geared towards shipbuilding . <eos>","it is a transportation , and is numerous of the united states , and has numerous industrial companies , causing towards the hospital of france . <eos>","kolding is a transportation , commercial , and manufacturing centre , and has many industrial companies . <eos>"
"during the second world war , turing was a main participant in the efforts at bletchley park to break german ciphers . <eos>","during the second world war , was a main singer in the efforts at the off-broadway at the german park to break german votes . <eos>","during the second world war , turing was a main participant in the efforts to break german ciphers . <eos>"
"she has an older brother , chad , and a twin brother who is 12 minutes younger than she is . <eos>","she has an older brother , chad , and a television brother who is born in the united states . <eos>","alanis has a twin brother and an older brother , chad . <eos>"
the female often has a stripe along the spine and dark sides while the male may have blue spots dorsally . <eos>,the female often has a dark along the spine and dark sides while the male may have blue spots . <eos>,the female often has a stripe along the back and the male may have blue spots . <eos>
"in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>","in 1973 , patrick white was awarded the nobel prize in literature , the only australian city to have been given this . <eos>","in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>"
"despite producing strong convection and tropical storm-force sustained winds , it failed to develop a low-level circulation until july 20 . <eos>","despite people on a low-level circulation until july convection , it failed to develop a low-level circulation until july 20 . <eos>","although it was producing strong convection and tropical storm-force sustained winds , it did not develop a low-level circulation until july 20 . <eos>"
"infants with this disease seem healthy at birth but if left untreated suffer severe brain damage , and eventually die . <eos>","with this form with this disease , and eventually die . <eos>","infants with this disease seem healthy at birth . if the disease is not treated , the person will suffer severe brain damage and eventually die . <eos>"
"in traditional mosques , this function is often elaborated into a freestanding building in the center of a courtyard . <eos>","in traditional mosques , this is often often often into a marginal building in the center of a courtyard . <eos>","in bigger , traditional mosques , there is often a building specially for washing . this is often in the center of the courtyard . <eos>"
"he is also renowned for his work in mechanics , fluid dynamics , optics , and astronomy . <eos>","he is also a famous famous for his work in mechanics , and astronomy . <eos>","he is also known for his work in mechanics , optics , and astronomy . <eos>"
approximately 24 % australians over the age of 15 regularly participate in organised sporting activities in australia . <eos>,approximately 24 % over the age of 15 regularly in the united states in australia in australia . <eos>,24 % australians over the age of 15 regularly take part in in organised sporting activities . <eos>
"restoration of independence in 1991 , the soviet union broke apart and armenia re-established its independence . <eos>","restoration of independence in 1991 , the soviet union broke the independence and armenia separated its independence . <eos>",armenia received its independence from the soviet union in 1991 . <eos>
"the official language of argentina is spanish , usually called castellano -lrb- castilian -rrb- by argentines . <eos>","the official language of argentina is usually spanish , usually called thymine -lrb- e.g. -rrb- by gustav . <eos>",spanish is the language most people speak and the official language . <eos>
a naval mine is a self-contained explosive device placed in water to destroy ships or submarines . <eos>,a naval mine is a volcano of the band a person device in water to destroy ships . <eos>,a naval mine is a bomb placed in water to destroy ships or submarines . <eos>
the eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>,the eruption causes of the eruption causes of the year when they eat and also widespread widespread failure and also widespread widespread failure . <eos>,eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>
the union commanders then ordered another charge with a cavalry regiment that reinforced the union infantry . <eos>,the union is ordered by a cavalry machine that infects the union . <eos>,the union army then ordered another charge with a large cavalry regiment that reinforced the union infantry . <eos>
since then they have changed their name to palladium and played alongside amy winehouse . <eos>,since then they have changed their name to catch and played alongside music . <eos>,since then they have changed their name to palladium and played alongside amy winehouse . <eos>
wikipedia is free content that anyone can edit and distribute . <eos>,wikipedia wikipedia is free or content that can be used for that anyone . <eos>,wikipedia is free content that anyone may change . <eos>
the print collections are further supported by extensive microform holdings . <eos>,the print are further by the print collections . <eos>,the print collections include large collections of microform . <eos>
this is known as the geocentric model of the universe . <eos>,this is known as the geocentric model of the universe . <eos>,this is known as the geocentric model of the universe . <eos>
