Original,Prediction,Simplified sentences
"however , the bzo differs a bit in comparison to the freedom party , as is in favor of a referendum about the lisbon treaty but against an eu-withdrawal . <eos>","the river party , as is in the second party , as it is in the second party . <eos>","however , the bzo is different from a bit in comparison to the freedom party , as is in kind act of a referendum about the lisbon treaty but against a eu-withdrawal <eos>"
"in return , rollo swore fealty to charles , converted to christianity , and undertook to defend the northern region of france against the incursions of other viking groups . <eos>","in the english region of france , and a given to the north region of france . <eos>","rollo swore fealty to charles , changed to christianity , and undertook to standby the northern region of france against the incursions of other viking groups . <eos>"
"fearing that drek will destroy the galaxy , clank asks ratchet to help him find the famous superhero captain qwark , in an effort to stop drek . <eos>",he is made been the first father of the world championship . <eos>,clank asks ratchet to help him find the famous superhero captain qwark because he is afraid that drek will try to destroy the galaxy and wants to stop him . <eos>
"giardia lamblia -lrb- synonymous with lamblia intestinalis and giardia duodenalis -rrb- is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>",it is a large of iowa that he is a eccentricity . <eos>,"giardia lamblia is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>"
"the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>",the area of the district of the river is based on the southern of the southern of the southern of the southern of the southern of the southern of the southern of the southern of the southern of the united states . <eos>,"the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>"
"on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept of what became the peace corps on the steps of michigan union . <eos>","on october 14 , october november <eos>","john f. kennedy , a presidential candidate , proposed the idea for what became the peace corps on the steps of michigan union on october 14 , 1960 . <eos>"
"the apostolic tradition , attributed to the theologian hippolytus , attests the singing of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>",the river is the first of the early important conquest in early october half . <eos>,"the apostolic tradition , connected to the scientist hippolytus who is an expert in theology , starts the singing of hallel psalms with alleluia as the repeated line in early christian lovable and wonderful festivals . <eos>"
"as a result , although many mosques will not enforce violations , both men and women when attending a mosque must adhere to these guidelines . <eos>","as a second , the second of the second century , both men and new other at a more than to the west . <eos>","although many mosques will not enforce rules , both men and women when there must follow these rules <eos>"
"it was discovered by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>","it was released by the most of march , he was created by the southern of the same . <eos>","it was found by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>"
"seventh sons have strong "" knacks "" -lrb- specific magical abilities -rrb- , and seventh sons of seventh sons are both extraordinarily rare and powerful . <eos>","he has not "" "" "" "" "" -lrb- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""<eos>","seventh sons have strong "" knacks "" -lrb- specific magical abilities -rrb- , and he is extraordinarily rare and powerful . <eos>"
after graduation he returned to yerevan to teach at the local conservatory and later he was appointed artistic director of the armenian philarmonic orchestra . <eos>,"after the age , he was also at the age , later he was also at the local . <eos>",fter graduation he came back to yerevan to teach at the local conservatory and then he was appointed artistic director of the armenian philarmonic orchestra . <eos>
"she performed for president reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>",she is the first first series series . <eos>,"she did a show for president reagan in 1988 's great performances at the white house series , which was shown on television on the public broadcasting service . <eos>"
each entry has a datum -lrb- a nugget of data -rrb- which is a copy of the datum in some backing store . <eos>,the name of the life is a member of the life of the life of the life of the same of the same of the same of the same of the same of the same of the body of the body of the body of the body of the body of the body of the body<eos>,each entry has a datum -lrb- a nugget of data -rrb- which is a copy of the datum in some backing store . <eos>
the international fight league was an american mixed martial arts -lrb- mma -rrb- promotion billed as the world 's first mma league . <eos>,the international season was an american american team . <eos>,"the world 's first mma league was the international fight league , and american mixed martial arts . <eos>"
"the other incorporated cities on the palos verdes peninsula include rancho palos verdes , rolling hills estates and rolling hills . <eos>",the other of the gnu -rrb- is also known for the pliocene . <eos>,"rancho palos verdes , rolling hills estates and rolling hills are three cities on the palos verdes peninsula . <eos>"
"this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast quantities were printed . <eos>",this are very common between the same of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of the system of<eos>,"this stamp stayed the standard letter stamp for the rest of victoria 's reign , and many were printed . <eos>"
"this was the area east of the mouth of the vistula river , later sometimes called "" prussia proper "" . <eos>","this was the area east of the same of the same of the same of the river river , later they called "" new time . <eos>","this area , which later was sometimes called "" prussia proper "" , was east of the place where the vistula river begins . <eos>"
weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behaviour . <eos>,it had later to the original national government his minister . <eos>,weelkes later found himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behavior . <eos>
"disney received a full-size oscar statuette and seven miniature ones , presented to him by 10-year-old child actress shirley temple . <eos>",the same was been by by by by by southern the middle . <eos>,"disney got a full-size oscar statuette and seven miniature ones , given to him by 10-year-old child actress shirley temple . <eos>"
"alessandro -lrb- "" sandro "" -rrb- mazzola -lrb- born 8 november 1942 -rrb- is an italian former football player . <eos>",it is an former football player . <eos>,alessandro mazzola is an italian former football player . <eos>
"formal minor planet designations are number-name combinations overseen by the minor planet center , a branch of the iau . <eos>","the king 's new york , and a only of the population of the population . <eos>",formal minor planet designations are number-name combinations overseen by the minor planet center . <eos>
"on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>","on june june , the state of the name was known on the first 's first . <eos>",on june 16 2009 the official release date of the resistance was announced on the band 's website . <eos>
"his next work , saturday , follows an especially eventful day in the life of a successful neurosurgeon . <eos>","his band , she has the first member of a single . <eos>",his next work at saturday will be a successful neurosurgeon . <eos>
"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>",it is a municipality at the coast of the district of liege . <eos>,"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>"
"at the voyager 2 images ophelia appears as an elongated object , the major axis pointing towards uranus . <eos>",at the most day was an first of the first famous of the first band of the first body of the band . <eos>,at the voyager 2 pictures ophelia appears as a stretched object . a stretched object was the major axis . it pointing towards uranus . <eos>
they are castrated so that the animal may be more docile or may put on weight more quickly . <eos>,they are also known that the most may be more alive or may be more than . <eos>,they are castrated so that the animal is docile or may put on weight quickly . <eos>
the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>,the town is the town of the world of the world of the world . <eos>,the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>
it was originally thought that the debris thrown up by the collision filled in the smaller craters . <eos>,it was also known that the first between the original . <eos>,it was thought that the debris thrown up by the collision filled the smaller craters . <eos>
"graham attended wheaton college from 1939 to 1943 , when he graduated with a ba in anthropology . <eos>",she he had a book in japan to be a book in japan . <eos>,graham attended wheaton college from 1939 to 1943 and graduated with a ba in anthropology . <eos>
"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>",he was found in the united states by the government 2 championship . <eos>,"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>"
"by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>","by early on september september 30 , october until was made on september 30 . <eos>","by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>"
fives is a british sport believed to derive from the same origins as many racquet sports . <eos>,it is a large large . <eos>,"fives , a british sport , came from the same games as many racquet sports . <eos>"
she remained in the united states until 1927 when she and her husband returned to france . <eos>,she is the united states of the united states . <eos>,she stayed in the united states until 1927 then she and her husband went to france . <eos>
the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>,the first british grand prix is made in the national september of september september at a . <eos>,the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>
"many species had vanished by the end of the nineteenth century , with european settlement . <eos>",he had been known to the end of the river century . <eos>,"many species had disappeared by the end of the nineteenth century , with european settlement . <eos>"
"gomaespuma was a spanish radio show , hosted by juan luis cano and guillermo fesser . <eos>",he has a spanish guitarist and made american first of the band by new york and new york and new york and the first of the united series by new york and the first of the world . <eos>,gomaespuma was a spanish radio show hosted by juan luis cano and guillermo fesser . <eos>
"he was also named 1982 "" sportsman of the year "" by sports illustrated . <eos>","he was also known known known known known known known known known known known known known known known known known known as "" "" . <eos>","sports illustrated named him "" sportsman of the year "" in 1982 . <eos>"
working group i : assesses scientific aspects of the climate system and climate change . <eos>,the group i : a major of the river system and the united of the world system and the time of the world system and the time . <eos>,working group i : makes note of climate system and climate change <eos>
"mariel of redwall is a fantasy novel by brian jacques , published in 1991 . <eos>",it is a member by the united states by the united states . <eos>,"mariel of redwall is a fiction novel in the category of fantasy by author brian jacques , published in 1991 . <eos>"
the incident has been the subject of numerous reports as to ethics in scholarship . <eos>,the name of the history of the history of the main of the main of the west of the west of the west . <eos>,the incident has been the subject of numerous reports regarding scholarship ethics . <eos>
in 1987 wexler was inducted into the rock and roll hall of fame . <eos>,"in the world , the song and the song of the first rock and the song of the united states . <eos>",in 1987 wexler was inducted into the rock and roll hall of fame . <eos>
"orton and his wife welcomed alanna marie orton on july 12 , 2008 . <eos>","the most states , his wife lady , and the wife school , and the wife of the united states . <eos>","orton and his wife greeted alanna marie orton on july 12 , 2008 . <eos>"
they are culturally akin to the coastal peoples of papua new guinea . <eos>,they are been with the middle of the middle of the middle of the middle of the middle . <eos>,their culture is similar to the culture of the coastal peoples of papua new guinea . <eos>
the british decided to eliminate him and take the land by force . <eos>,the british city to be been the population . <eos>,the british decided to put an end to him and take the land by force . <eos>
it is derived from voice of america -lrb- voa -rrb- special english . <eos>,it is an member of america -lrb- 1975 -rrb- . <eos>,it comes from voice of america -lrb- voa -rrb- special english . <eos>
"hinterrhein is an administrative district in the canton of graubunden , switzerland . <eos>",it is located in the canton of aargau . <eos>,"hinterrhein is an governmental district in the canton of graubunden , switzerland . <eos>"
"there he died six weeks later , on 13 january 888 . <eos>",he was not on 13 january . <eos>,he died six weeks later on january 13th 888 . <eos>
"in its pure form , dextromethorphan occurs as a white powder . <eos>","in its 2007 , he as a first important of the band . <eos>","in its pure form , dextromethorphan lives as a white powder . <eos>"
he is also a member of another jungiery boyband 183 club . <eos>,he is a member of a belgian poet park . <eos>,"he is also a member of 183 club , which is another jungiery boyband . <eos>"
it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first city to be found by a other . <eos>,it was the first asteroid discovered by a spacecraft . <eos>
"today nrc is organised as an independent , private foundation . <eos>",the genus is an english of the english of the united of the united states . <eos>,today nrc is organised as an independent foundation . <eos>
it continues as the bohemian switzerland in the czech republic . <eos>,it is a city of the town of the town of the town . <eos>,it is still called as the bohemian switzerland in the czech republic . <eos>
it is not actually a true louse . <eos>,it is not a municipality of the district of the district of the area . <eos>,it 's not actually a true louse . <eos>
admission to tsinghua is extremely competitive . <eos>,it is also known for the united of the united of the same . <eos>,entrance to tsinghua is very very difficult . <eos>
"none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>","this of the common , the town , the united states in the first at the life in the first at the life in the world . <eos>","none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>"
"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>",the river of the capital of the other of the other of the other of the other of the other of the other of the other of the ecliptic . <eos>,"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>"
"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>","the capital is the district of namur , which is the capital of the district of namur . <eos>","the tongue is sticky because of the presence of glycoprotein-rich mucous , which both oils movement in and out of the beak and helps to catch ants and termites , which sticks to it . <eos>"
"the current lineup of the band comprises flynn -lrb- vocals , guitar -rrb- , duce -lrb- bass -rrb- , phil demmel -lrb- guitar -rrb- , and dave mcclain -lrb- drums -rrb- . <eos>","the first of the band union -lrb- first , guitar -rrb- , and the southern of the band union -lrb- first -rrb- , and the southern of the band union -lrb- first -rrb- . <eos>","the current lineup of the band comprises flynn -lrb- vocals , guitar -rrb- , duce -lrb- bass -rrb- , phil demmel -lrb- guitar -rrb- , and dave mcclain -lrb- drums -rrb- <eos>"
"in the soviet years , the bolsheviks demolished two of rostov 's principal landmarks - st alexander nevsky cathedral -lrb- 1908 -rrb- and st george cathedral in nakhichevan -lrb- 1783-1807 -rrb- . <eos>","in the united states , the first were of westminster 's on 15 - the same state of the state history -lrb- december -rrb- and the same time of the state school . <eos>","in the soviet years , the bolsheviks demolished two of rostov 's principal like st alexander nevsky cathedral -lrb- 1908 -rrb- and st george cathedral in nakhichevan -lrb- 1783-1807 -rrb- . <eos>"
"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>",he are made in the united he would she would she she she she she she she she she she she she she she she she she she she she she she she she she she she she she she she she she she<eos>,"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>"
"the depression moved inland on the 20th as a circulation devoid of convection , and dissipated the next day over brazil , where it caused heavy rains and flooding . <eos>",the first of the series as a series of the series as a series of the series as a series of the series as a series . <eos>,on 20th depression moved inland as convection less circulation and after weakening over brazil it caused heavy rains and flooding . <eos>
"cogeneration -lrb- also combined heat and power , chp -rrb- is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat . <eos>",it is the city of a single or a member of a single or a member of a single or a member of the southern kingdom or a member of the southern kingdom . <eos>,cogeneration is a combination of heart and power to simultaneously generate both electricity and useful heat . <eos>
advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation . <eos>,the first first first of the genus of the genus of the genus of the genus . <eos>,assisted countries with a little muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote public participation . <eos>
"unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>","the government on city , the kingdom on the city , the kingdom of the other of the other of the other of the same . <eos>","unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>"
"volunteers provided food , blankets , water , children 's toys , massages , and a live rock band performance for those at the stadium . <eos>",its father are also for those at the stadium . <eos>,"volunteers provided food , blankets , water , children 's toys , massages and a live rock band performance for those at the stadium . <eos>"
"in 1990 , mark messier took the hart over ray bourque by a margin of two votes , the difference being a single first-place vote . <eos>","in 1990 , it was the last in two , it was the same known in a variety of two . <eos>","in 1990 mark messier took hart over ray bourque by two votes , the difference being a first-place vote . <eos>"
a wikipedia gadget is a javascript and / or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>,"a "" is a large of two , or a large compound that can be be been been be been the same of the british of the british of the british of the british of the british of the british . <eos>",a wikipedia gadget is a javascript and/or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>
the historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history . <eos>,the first first first first first first common to the world . <eos>,"in writing history , there is a method called the historical method which uses primary sources and other evidence to research the historical events . <eos>"
it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>,it is the river river in the british to the river river in the british . <eos>,it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>
"johan was also the original bassist of the swedish power metal band hammerfall , but quit before the band ever released a studio album . <eos>",the original of the song of the song of the song of the song of the series of the series of the series of the series of the series . <eos>,"johan was also the original bassist of the swedish power metal band , hammerfall , but quit before the band ever released a studio album . <eos>"
the two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>,the two team was later the capital . <eos>,"the two former presidents were later charged , each on their own , with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>"
"on occasion the male "" den master "" will also allow a second male into the den ; the reason for this is unclear . <eos>","on the "" that is been the name the name the system for the amazon . <eos>","on opportunity the male "" den master "" will let a second male inside of the den ; the basis for this is poorly explained . <eos>"
"james i appointed him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>","the united states , the united states as an member of the district of the district of at least during his death . <eos>","james i made him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>"
"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>",there are been are been be a few of the national football . <eos>,"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>"
"george frideric handel also served as kapellmeister for george , elector of hanover -lrb- who eventually became george i of great britain -rrb- . <eos>",the song was made as the father for the united states of the united kingdom . <eos>,"george frideric handel also served as choirmaster for george , the elector of hanover , who eventually became george i of great britain . <eos>"
"today , landis ' father has become a hearty supporter of his son and regards himself as one of floyd 's biggest fans . <eos>","the town is used a important of the movie , or a important of the national of the national of the national of the national of the national of the national of the national of the national of the national of the national of<eos>",landis ' father has become a supporter of his son and regards himself as one of floyd 's biggest fans . <eos>
the new york city housing authority police department was a law enforcement agency in new york city that existed from 1952 to 1995 . <eos>,the new york city the new york city the new york city that it from the year . <eos>,the new york city housing authority police department was a law enforcement agency in new york city from 1952 to 1995 . <eos>
"he died on may 29 , 1518 in madrid , spain and was buried in the church of san benito d ' alcantara . <eos>","he was the capital in the early of parliament history , and was located in the early of parliament history , and was located in the early of parliament history , the early of parliament 's team ' . <eos>","he died on may 29 , 1518 in madrid , spain . it was buried in the church of san benito d ' alcantara . <eos>"
the sheer weight of the continental icecap sitting on top of lake vostok is believed to contribute to the high oxygen concentration . <eos>,the border of the song conquest is the first of the last conquest of the southern conquest of the same of the southern of the same of the west . <eos>,the lake vostok has a very large weight of the continental icecap on its waters . the high oxygen concentration of the lake water may because of this icecap . <eos>
the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game . <eos>,the name of the united is located in which is located in which is a part of the royal game . <eos>,"the form of chess played is speed chess , in which each player has a total of twelve minutes for the whole game . <eos>"
"the wave traveled across the atlantic , and organized into a tropical depression off the northern coast of haiti on september 13 . <eos>",the song won the first tropical of the atlantic coast of the united coast of the united coast of the united coast of the united coast of the united coast of the united coast of the united coast of the united coast of the<eos>,the wave traveled across the atlantic and organized into a tropical depression off the coast of haiti on september 13 . <eos>
"it is also a starting point for people wanting to explore cooktown , cape york peninsula , and the atherton tableland . <eos>",it is also a member of people to the ecliptic . <eos>,"it is a starting point for people wanting to explore cooktown , cape york peninsula and atherton tableland . <eos>"
"prior to the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>","the national language , the national language , the national language , the national park , the national park , and the third union . <eos>","before the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>"
she was left behind -lrb- explanations for this vary -rrb- when the rest of the nicolenos were moved to the mainland . <eos>,she was the first of the ecliptic were only to the first . <eos>,people have different thinking about why she was left behind when the nicolenos were moved to the main part of the country . <eos>
aliteracy -lrb- sometimes spelled alliteracy -rrb- is the state of being able to read but being uninterested in doing so . <eos>,it is the state of the first state of the first of the country . <eos>,aliteracy is being able to read but uninterested in read . <eos>
"brunstad has several fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery store . <eos>",he has made not be a eccentricity . <eos>,"brunstad has many fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery shop . <eos>"
"development stable releases are rare , but there are often subversion snapshots which are stable enough to use . <eos>",on the united are been made to use . <eos>,"development stable releases are rare , but there are often subversion snapshots -lrb- an informal photograph taken quickly -rrb- which are stable enough to use . <eos>"
he served as the prime minister of egypt between 1945 and 1946 and again from 1946 and 1948 . <eos>,he was the most minister of the state of the state of the state of the state of the state of the state of the state of the united states . <eos>,he served as prime minster of egypt from 1945 and 1946 as well as from 1946 through 1948 . <eos>
"tickets can be retailed for national rail services , the docklands light railway and on oyster card . <eos>",references <eos>,tickets can be retailed for national rail services and the docklands light railway on oyster card . <eos>
"these works he produced and published himself , whilst his much larger woodcuts were mostly commissioned work . <eos>",these of he was the main capital of the state of the band time . <eos>,"these works he produced and published himself , whilst his much bigger woodcuts were mostly outsourced work . <eos>"
the amazon basin is the part of south america drained by the amazon river and its tributaries . <eos>,the sea is the part of south america by the amazon river and its men . <eos>,the amazon basin is the part of south america drained by the amazon river and those who pay tribute to it . <eos>
"finally in 1482 the order dispatched him to florence , the ' city of his destiny ' . <eos>",north in the british century in the british century . <eos>,in 1482 the order dispatched him to florence . <eos>
this was demonstrated in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>,this was the first in the largest of the movie of the main of the state of the state of the state of the state of the united states . <eos>,this was shown in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>
the same tram had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>,the same was founded at the same period at the u.s. at the state as the other was created may december at the state as the other of the first at the other of the united of the united of the united of the<eos>,the same team had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>
vouvray-sur-huisne is a commune in the sarthe department in the region of pays-de-la-loire in northwestern france . <eos>,it is found in the region basse-normandie in the calvados department in the northwest of france . <eos>,vouvray-sur-huisne is a community in the sarthe department in the area of pays-de-la-loire in northwestern france . <eos>
moderate to severe damage extended up the atlantic coastline and as far inland as west virginia . <eos>,"they were the first first , as well as well as well . <eos>",there was moderate to severe damage all the way up the atlantic coastline and as far inland as west virginia . <eos>
since the end of the 19th century eschelbronn is well known for its furniture manufacturing industry . <eos>,it is known for its inclination of its inclination of the united kingdom . <eos>,since the end of the 19th century eschelbronn is well known for its furniture making business . <eos>
chauvin was embarrassed to receive his award and initially indicated that he may not accept it . <eos>,it is a member of the band . <eos>,chauvin was embarrassed to get his award and at first said that he may not accept it . <eos>
"shortly after attaining category 4 status , the outer convection of the hurricane became ragged . <eos>",there is a second of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of the hurricane of<eos>,"shortly after reaching category 4 status , the outer convection of the hurricane became worn out <eos>"
the upper half also resembles the coat of arms of the former district oberbarnim . <eos>,the name is the part of the national district . <eos>,"the former district oberbarnim , also resembles the upper half of the coat of arms . <eos>"
"he left a detachment of 11,000 troops to garrison the newly conquered region . <eos>",he is a municipality of the southern region of the history . <eos>,"he left 11,000 troops to garrison the newly conquered region . <eos>"
"in 1998 , culver ran for iowa secretary of state and was victorious . <eos>",in the united states of state and was been the first of state and was the first of state and was the first of the state of state and was the first of the state of state and was the first of the state<eos>,"in 1998 , culver successfully ran for iowa secretary of state . <eos>"
"their eyes are quite small , and their visual acuity is poor . <eos>",their second are small in the united and their important of the english . <eos>,"their eyes are quite small , and their visual acuity is poor . <eos>"
the equilibrium price for a certain type of labor is the wage . <eos>,the name of the population is a large of the area of the area . <eos>,the balanced price for any kind of labor is called a wage . <eos>
the characters are foul-mouthed extensions of their earlier characters pete and dud . <eos>,the first are estimated of their member for their member where the first are estimated for their member where the river first to the ecliptic . <eos>,the characters speak bad language of their earlier characters pete and dud <eos>
"for example , the stylebook of the associated press is updated annually . <eos>",for the city of the city of the city of the city is located of the city of the city of the city of the area . <eos>,the stylebook of the associated press is updated yearly . <eos>
they are rivaled as biological materials in toughness only by chitin . <eos>,they are very as the series in the ecliptic . <eos>,they are rivaled as biological materials in toughness only by chitin . <eos>
"he settled in london , devoting himself chiefly to practical teaching . <eos>","he was the first of london , england for the english of london , england for the united states . <eos>",he teaches in london . <eos>
volterra is a town in the tuscany region of italy . <eos>,it is a town in the united of pas-de-calais . <eos>,volterra is a town in the tuscany area of italy . <eos>
mifepristone is a synthetic steroid compound used as a pharmaceutical . <eos>,it is a municipality of the english of the english . <eos>,pharmaceutical has used a mifepristone is a synthetic steroid <eos>
he was diagnosed with inoperable abdominal cancer in april 1999 . <eos>,he was also with a actress actress at in april 24 . <eos>,he was diagnosed with abdominal cancer in april 1999 . <eos>
bruises often induce pain but are not normally dangerous . <eos>,it is not the first very large . <eos>,bruises often hurt but are not normally dangerous . <eos>
their participation is limited until they reach legal adulthood . <eos>,it is also at the first of the united states . <eos>,they are not able to participate before they reach adulthood as per the law . <eos>
