Original,Prediction,Simplified sentences
"it is revealed in the second episode that he is the current incarnation of the avatar , the spirit of the planet manifested in human form . <eos>","it is a municipality in the united states , the capital of the belgian , the most of the belgian of the same of the same century . <eos>","it the second episode , aang was shown to be the current incarnation of the avatar , the spirit of the planet as a human . <eos>"
"the population of afghanistan is divided into a wide variety of ethnic groups of which tajik , pashtun , hazara , uzbek and baloch . <eos>",the capital of the capital is the first of the same of the same of the same of the capital of the belgian of the kingdom of the kingdom of the kingdom . <eos>,the population of afghanistan is divided into many ethnic groups . <eos>
"by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the democratic-republicans were not moving toward disunion . <eos>",it has a municipality in a name by that that to his the name . <eos>,"by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the republicans were not moving toward disunion . <eos>"
"it was founded in the 14th century by genoese colonists , who employed large numbers of workmen -lrb- calfats -rrb- in repairing ships . <eos>",it was in the first was the first of the first . <eos>,calafat was started in the 14th century by genoese colonists . <eos>
"much of the enlightenment occurred in french intellectual circles , and major scientific breakthroughs were achieved by french scientists in the 18th century . <eos>",the municipality of the belgian of the belgian of the belgian of his district in the united states . <eos>,french scientists made big scientific discoveries in the 18th century . <eos>
"in computing , a protocol is a set of rules which is used by computers to communicate with each other across a network . <eos>","in the '' '' a name of the same "" is not by a name . <eos>","in computing , a protocol is the language used by computers while talking with each other . <eos>"
"in 1527 it fell into the hands of the revay family , who suppressed the town privileges of mosovce for almost 400 years . <eos>",in the battle of the belgian of the belgian of the belgian of the belgian of the belgian of the belgian of the 1950s of the 1950s of the 1950s of the 1950s of the 1950s of the 1950s . <eos>,"in 1527 the revay family became its owners , and they took away the town privileges of mosovce for almost 400 years . <eos>"
"the name jadgal applies specifically to groups that still speak the jadgali language , in the makran region of iran and pakistan . <eos>",the name of the main of the main of the same and the belgian of the belgian and the belgian of the belgian and of the belgian and south . <eos>,the jadgal people speak the jadgali language . <eos>
the combination of new weapons and tactics have caused many historians to consider this battle the beginning of the end of chivalry . <eos>,the capital of the capital and the capital of the new capital and the name of the district of the district of the district of the district of the district of the district of the district of the kingdom . <eos>,because of this change some historians call this battle the beginning of the end of chivalry . <eos>
"the caper story is distinguished from the straight crime story by elements of humor , adventure , or unusual cleverness or audacity . <eos>",the most is the first of the first of the same river by the same . <eos>,"the typical elements of caper stories are humor , adventure , or unusual cleverness or audacity . <eos>"
in 1940 ellis became a member of maud who were investigating the possibility of using nuclear fission to develop new weapons . <eos>,in his new canton of the capital of the capital of the belgian of the rest of the rest of the rest . <eos>,during world war ii he worked on the possibility of using nuclear fission to develop new weapons . <eos>
"it is a transportation , commercial , and manufacturing centre , and has numerous industrial companies , principally geared towards shipbuilding . <eos>","it is a former , and and new new american american american american american american american american american american american american american american american . <eos>","kolding is a transportation , commercial , and manufacturing centre , and has many industrial companies . <eos>"
"during the second world war , turing was a main participant in the efforts at bletchley park to break german ciphers . <eos>",the first was a name by a name in the same . <eos>,"during the second world war , turing was a main participant in the efforts to break german ciphers . <eos>"
"she has an older brother , chad , and a twin brother who is 12 minutes younger than she is . <eos>","it was a american american american american "" . <eos>","alanis has a twin brother and an older brother , chad . <eos>"
the female often has a stripe along the spine and dark sides while the male may have blue spots dorsally . <eos>,the first was a name by a name . <eos>,the female often has a stripe along the back and the male may have blue spots . <eos>
"in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>",in the first was was the first of the first was not . <eos>,"in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>"
"despite producing strong convection and tropical storm-force sustained winds , it failed to develop a low-level circulation until july 20 . <eos>",he was a first of a person to a person . <eos>,"although it was producing strong convection and tropical storm-force sustained winds , it did not develop a low-level circulation until july 20 . <eos>"
"infants with this disease seem healthy at birth but if left untreated suffer severe brain damage , and eventually die . <eos>",it was not by be that that he was a former . <eos>,"infants with this disease seem healthy at birth . if the disease is not treated , the person will suffer severe brain damage and eventually die . <eos>"
"in traditional mosques , this function is often elaborated into a freestanding building in the center of a courtyard . <eos>","in the united states , is is an municipality in the united states of a belgian . <eos>","in bigger , traditional mosques , there is often a building specially for washing . this is often in the center of the courtyard . <eos>"
"he is also renowned for his work in mechanics , fluid dynamics , optics , and astronomy . <eos>",he is a first of the american in the american in the same in the same . <eos>,"he is also known for his work in mechanics , optics , and astronomy . <eos>"
approximately 24 % australians over the age of 15 regularly participate in organised sporting activities in australia . <eos>,the capital of the united states of the united states of the united states . <eos>,24 % australians over the age of 15 regularly take part in in organised sporting activities . <eos>
"restoration of independence in 1991 , the soviet union broke apart and armenia re-established its independence . <eos>",he is the first of the same of the united states . <eos>,armenia received its independence from the soviet union in 1991 . <eos>
"the official language of argentina is spanish , usually called castellano -lrb- castilian -rrb- by argentines . <eos>","the first of the capital is -lrb- -rrb- , is an american of the united states "" . <eos>",spanish is the language most people speak and the official language . <eos>
a naval mine is a self-contained explosive device placed in water to destroy ships or submarines . <eos>,a municipality is a municipality by a '' a '' a '' a name . <eos>,a naval mine is a bomb placed in water to destroy ships or submarines . <eos>
the eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>,the first of the first of the first of the first of the same of the same of the same of the same . <eos>,eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>
the union commanders then ordered another charge with a cavalry regiment that reinforced the union infantry . <eos>,"the first of the first of the first of the first is a '' a '' a '' a '' a '' '' '' "" . <eos>",the union army then ordered another charge with a large cavalry regiment that reinforced the union infantry . <eos>
since then they have changed their name to palladium and played alongside amy winehouse . <eos>,he was been a to a name to a name . <eos>,since then they have changed their name to palladium and played alongside amy winehouse . <eos>
wikipedia is free content that anyone can edit and distribute . <eos>,it is a municipality . <eos>,wikipedia is free content that anyone may change . <eos>
the print collections are further supported by extensive microform holdings . <eos>,the first was not by the first of the first . <eos>,the print collections include large collections of microform . <eos>
this is known as the geocentric model of the universe . <eos>,this is is the capital of the canton . <eos>,this is known as the geocentric model of the universe . <eos>
