Original,Prediction,Simplified sentences
"the third form of rock material found on earth is metamorphic rock , which is created from the transformation of pre-existing rock types through high pressures , high temperatures , or both . <eos>",the third of the third church is the main of the four system of the four system of the four system . <eos>,metamorphic rock which is made when either of the other two types are changed by high or low temperatures and pressures . <eos>
"however , it was not until the threat of invasion by the forces of spain in 1585 that lieutenants were appointed to all counties and counties corporate and became in effect permanent . <eos>","however , it was not the first of the king of the king of the country of the country . <eos>",it was not until the threat of invasion by the forces of spain in 1585 that lieutenants were appointed to all counties . <eos>
"the judge ordered that chapman should receive psychiatric treatment in prison and sentenced him to twenty years to life , slightly less than the maximum possible of twenty-five years to life . <eos>",the song that the song that the song that the album that the album that the album that the album that they appeared in the united states of the united kingdom . <eos>,he was sentenced to twenty-five years to life in prison in 1981 . <eos>
"he gives lulu a revolver , and orders her to kill herself , but when the schoolboy comes out from under the table he is distracted and she shoots schon instead . <eos>","he was a daughter of her music , and her her her friend , but when the first album with the he is a lot and has a lot of the he is a lot and has a lot of the he is a lot and<eos>","he gives lulu a revolver , and tells her to kill herself , but she shoots schon instead . <eos>"
"the components are generally distributed together , have a consistent user interface and usually can interact with each other , sometimes in ways that the operating system would not normally allow . <eos>","the are are used by other other , or a other system . <eos>","the parts of an office suite are usually come together , have a standard user interface and usually can interact with each other , sometimes in ways operating system would not normally allow . <eos>"
"earth 's interior remains active , with a thick layer of relatively solid mantle , a liquid outer core that generates a magnetic field , and a solid iron inner core . <eos>","the 's family , with a large of these people , a simple can be a simple , and a simple family . <eos>","everything that lives on earth is on top of the crust . below that is a layer of thick , liquid rock called the mantle . under that is a thin liquid layer called the outer core and then the solid iron inner core . <eos>"
"a typical great hall was a rectangular room between one and a half and three times as long as it was wide , and also higher than it was wide . <eos>","a tropical storm was a few system between one and a few as it as it , and also also a simple as a simple system . <eos>","appearance a great hall was a rectangular room between one and a half and three times as long as it was wide , and also higher than it was wide . <eos>"
"being much more resistant to cold and moist weather conditions , brick enabled the construction of permanent buildings in regions where the harsher climate precluded the use of mud bricks . <eos>",they also more more more more more more more more more more more more more more more more more more than the end of the country in the country . <eos>,fired bricks were much more resistant to cold and moist weather conditions.fired bricks enabled the construction of permanent buildings in regions where the harsher climate precluded the use of mud bricks . <eos>
"a succession of steadily more powerful and flexible computing devices were constructed in the 1930s and 1940s , gradually adding the key features that are seen in modern computers . <eos>","a large of more more more more more in the 1960s and , and the third is used in the 1960s and the netherlands that are used in the 1960s and , and the most important that are used in the 1960s and the netherlands .<eos>",computing devices became more powerful and flexible during the 1930s and 1940s . <eos>
"however , the bulk of the river flows through tropical rainforest , where there are few roads and even fewer cities , so there is no need for crossings . <eos>","however , the end of the river river , where there are no than all of the river river , where there are no than all for the country . <eos>","for most of its course , the river flows through tropical rainforest , there are very few roads and cities . <eos>"
macmillan gave lectures on each of the nine symphonies of beethoven which were followed by a performance of the symphony in piano duet arrangement played by macmillan and dale . <eos>,he were made by the two in the country of the two people by the two people by the family in the country . <eos>,"ernest macmillan gave lectures about each of the nine symphonies by beethoven , after which he and dale would play the whole symphony in a piano duet arrangement . <eos>"
"for example , in information theory , a signal is a codified message , that is , the sequence of states in a communication channel that encodes a message . <eos>","for example , in example , or a number of the family that a number is a simple , that is the main of the family . <eos>","for example , in information theory , a signal is a codified message , ie , the sequence of states in a communications channel that encodes a message . <eos>"
"as a result , the rest of the muslim community is responsible for providing the participants with food , drinks , and whatever else they need during their stay . <eos>","as a few , the of the word is responsible for the black with the black with the black , and several time they were made their own . <eos>","as a result , the rest of the muslim community is responsible for providing them with food , drinks , and whatever else they need during their stay . <eos>"
"eleven players were inducted into the category , but in 2000 the board of directors eliminated it and those inductees are now considered to be in the player category . <eos>",the people in the list of these people and are very important for the country . <eos>,"eleven players were added into the category , but in 2000 the board of directors eliminated it and those inductees are now considered to be in the player category . <eos>"
"the term was coined by thomas henry huxley in april 1860 , and was used to describe evolutionary concepts , including earlier concepts such as malthusianism and spencerism . <eos>",the term was made by the first minister of the first century by the first company . <eos>,"the term was coined by thomas henry huxley in april 1860 . he used it to describe evolutionary concepts , including earlier concepts such as malthusianism and spencerism . <eos>"
a boot is a type of footwear that covers at least the foot and the ankle and sometimes extends up to the knee or even the hip . <eos>,a town is a type of that that can be at the process and the black and more to the process or the process . <eos>,a boot is a type of footwear that protects the foot and ankle . <eos>
"in archaeology , an artifact or artefact is any object made or modified by a human culture , and often one later recovered by some archaeological endeavor . <eos>","in an example or can be used by a small or a small , and some one of one one has been written by a small or a small . <eos>","in archaeology , an artifact or artefact is an object made or modified by a human culture . <eos>"
"almost as soon as he leaves , annius and the guard publius arrive to escort vitellia to titus , who has now chosen her as his empress . <eos>",as he is as he made he worked her her as his friend . <eos>,"almost as soon as he leaves , annius and the guard publius arrive to take vitellia to titus , who has now chosen her as his empress . <eos>"
"deomyines share no morphological characteristics that can be used to separate them from other muroids , though subtle aspects of the third upper molar have been suggested . <eos>","it can be used to be used from other times , but they have been used . <eos>","deomyines share no morphological characteristics that can be used to separate them from other muroids . subtle aspects of the third upper molar have been suggested , though . <eos>"
december is the twelfth and last month of the year in the gregorian calendar and one of seven gregorian months with the length of 31 days . <eos>,the family is the largest and many of the year in the united kingdom and one of the year in the united kingdom . <eos>,"december is the twelfth and last month of the year , with 31 days . <eos>"
"egypt is famous for its ancient civilization and some of the world 's most famous monuments , including the giza pyramid complex and its great sphinx . <eos>","it is used for its english and some important railway , the last system and its great great people . <eos>","egypt is famous for its very old monuments , such as the pyramids and the sphinx . <eos>"
"the episodes ran 35 minutes , and episodes were very often edited to a standard half-hour running time when repeated on the bbc or satellite channels . <eos>","the first school of the british war , and were also also also very very very very very very very very important on the raw or tropical storm . <eos>","the episodes ran 35 minutes , and many episodes were cut when repeated on the bbc or satellite channels . <eos>"
"it is revealed in the second episode that he is the current incarnation of the avatar , the spirit of the planet manifested in human form . <eos>",it is found in the united states that he is the most important important than the most important of the country in the united states . <eos>,"it the second episode , aang was shown to be the current incarnation of the avatar , the spirit of the planet as a human . <eos>"
"the population of afghanistan is divided into a wide variety of ethnic groups of which tajik , pashtun , hazara , uzbek and baloch . <eos>",the population of the city is a large of the country into a large of the country of which which is a common common of the country into a common species of which which is a common common of the country . <eos>,the population of afghanistan is divided into many ethnic groups . <eos>
"by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the democratic-republicans were not moving toward disunion . <eos>",by the town were not not to make the four time were not . <eos>,"by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the republicans were not moving toward disunion . <eos>"
"it was founded in the 14th century by genoese colonists , who employed large numbers of workmen -lrb- calfats -rrb- in repairing ships . <eos>",it was founded in the early century by the first century by the first century by the first century by the first century by the first century by the first of the century by the first games . <eos>,calafat was started in the 14th century by genoese colonists . <eos>
"much of the enlightenment occurred in french intellectual circles , and major scientific breakthroughs were achieved by french scientists in the 18th century . <eos>","statistics of the french in french french , and founded in the 18th century . <eos>",french scientists made big scientific discoveries in the 18th century . <eos>
"in computing , a protocol is a set of rules which is used by computers to communicate with each other across a network . <eos>",in a order is a process of which is used by a process to make with a other other other other other . <eos>,"in computing , a protocol is the language used by computers while talking with each other . <eos>"
"in 1527 it fell into the hands of the revay family , who suppressed the town privileges of mosovce for almost 400 years . <eos>","in the order of the family , who is the main town of the family of the family , who is the town of the family of the family . <eos>","in 1527 the revay family became its owners , and they took away the town privileges of mosovce for almost 400 years . <eos>"
"the name jadgal applies specifically to groups that still speak the jadgali language , in the makran region of iran and pakistan . <eos>",the name is the name of the northern language and pakistan of pakistan . <eos>,the jadgal people speak the jadgali language . <eos>
the combination of new weapons and tactics have caused many historians to consider this battle the beginning of the end of chivalry . <eos>,the family of new people and have many many many many many many many many many many many people to the end of the end of the end of the end of the end of the end of the end of the end of the end<eos>,because of this change some historians call this battle the beginning of the end of chivalry . <eos>
"the caper story is distinguished from the straight crime story by elements of humor , adventure , or unusual cleverness or audacity . <eos>",the term is not from the first system by the first of the band . <eos>,"the typical elements of caper stories are humor , adventure , or unusual cleverness or audacity . <eos>"
in 1940 ellis became a member of maud who were investigating the possibility of using nuclear fission to develop new weapons . <eos>,in the year of the family became the most important of the government of the country . <eos>,during world war ii he worked on the possibility of using nuclear fission to develop new weapons . <eos>
"it is a transportation , commercial , and manufacturing centre , and has numerous industrial companies , principally geared towards shipbuilding . <eos>","it is a small area of the country , and has a lot of the united states , and has a lot of the united states , and has a lot of the united states , and has a lot of the united states , and<eos>","kolding is a transportation , commercial , and manufacturing centre , and has many industrial companies . <eos>"
"during the second world war , turing was a main participant in the efforts at bletchley park to break german ciphers . <eos>","during the world war war , was a member of the match at the world war . <eos>","during the second world war , turing was a main participant in the efforts to break german ciphers . <eos>"
"she has an older brother , chad , and a twin brother who is 12 minutes younger than she is . <eos>",she has has been known as she has been found . <eos>,"alanis has a twin brother and an older brother , chad . <eos>"
the female often has a stripe along the spine and dark sides while the male may have blue spots dorsally . <eos>,the same has a long and white people . <eos>,the female often has a stripe along the back and the male may have blue spots . <eos>
"in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>","in june , 2007 was the nobel prize in the only only to have been the nobel prize in the same , the only important to have been used . <eos>","in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>"
"despite producing strong convection and tropical storm-force sustained winds , it failed to develop a low-level circulation until july 20 . <eos>","the tropical storm , it was to a few few to a few people . <eos>","although it was producing strong convection and tropical storm-force sustained winds , it did not develop a low-level circulation until july 20 . <eos>"
"infants with this disease seem healthy at birth but if left untreated suffer severe brain damage , and eventually die . <eos>",this is also a lot of the third game . <eos>,"infants with this disease seem healthy at birth . if the disease is not treated , the person will suffer severe brain damage and eventually die . <eos>"
"in traditional mosques , this function is often elaborated into a freestanding building in the center of a courtyard . <eos>",in the country of a process . <eos>,"in bigger , traditional mosques , there is often a building specially for washing . this is often in the center of the courtyard . <eos>"
"he is also renowned for his work in mechanics , fluid dynamics , optics , and astronomy . <eos>","he is also also for his work in the united states , and a wife . <eos>","he is also known for his work in mechanics , optics , and astronomy . <eos>"
approximately 24 % australians over the age of 15 regularly participate in organised sporting activities in australia . <eos>,other websites over the university of the town in the canton of the town in the canton of the town in australia . <eos>,24 % australians over the age of 15 regularly take part in in organised sporting activities . <eos>
"restoration of independence in 1991 , the soviet union broke apart and armenia re-established its independence . <eos>",the first union and has been its first popular . <eos>,armenia received its independence from the soviet union in 1991 . <eos>
"the official language of argentina is spanish , usually called castellano -lrb- castilian -rrb- by argentines . <eos>","the main language is located in the northern language of the language language , or than the main language of the language . <eos>",spanish is the language most people speak and the official language . <eos>
a naval mine is a self-contained explosive device placed in water to destroy ships or submarines . <eos>,a town is a simple used in the process to make or used in a simple system . <eos>,a naval mine is a bomb placed in water to destroy ships or submarines . <eos>
the eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>,"the time of the time , they were made to have been made up and also also a lot of the country . <eos>",eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>
the union commanders then ordered another charge with a cavalry regiment that reinforced the union infantry . <eos>,the first album is a simple system that the first population . <eos>,the union army then ordered another charge with a large cavalry regiment that reinforced the union infantry . <eos>
since then they have changed their name to palladium and played alongside amy winehouse . <eos>,they have been used to make and has their own name to make the process and has been their used to make the process . <eos>,since then they have changed their name to palladium and played alongside amy winehouse . <eos>
wikipedia is free content that anyone can edit and distribute . <eos>,although is a common system and is used to be used and a country . <eos>,wikipedia is free content that anyone may change . <eos>
the print collections are further supported by extensive microform holdings . <eos>,the river are the capital are the main river are the main system . <eos>,the print collections include large collections of microform . <eos>
this is known as the geocentric model of the universe . <eos>,this is known as the same as the same of the town . <eos>,this is known as the geocentric model of the universe . <eos>
