Original,Prediction,Simplified sentences
"however , the bzo differs a bit in comparison to the freedom party , as is in favor of a referendum about the lisbon treaty but against an eu-withdrawal . <eos>",the town is a town of a town about the state of a town . <eos>,"however , the bzo is different from a bit in comparison to the freedom party , as is in kind act of a referendum about the lisbon treaty but against a eu-withdrawal <eos>"
"in return , rollo swore fealty to charles , converted to christianity , and undertook to defend the northern region of france against the incursions of other viking groups . <eos>","in some , the northern region of the new city the northern region of france city the world of france city the battle of other city the battle . <eos>","rollo swore fealty to charles , changed to christianity , and undertook to standby the northern region of france against the incursions of other viking groups . <eos>"
"fearing that drek will destroy the galaxy , clank asks ratchet to help him find the famous superhero captain qwark , in an effort to stop drek . <eos>",the first of the time is a lot of the time of the time of the time . <eos>,clank asks ratchet to help him find the famous superhero captain qwark because he is afraid that drek will try to destroy the galaxy and wants to stop him . <eos>
"giardia lamblia -lrb- synonymous with lamblia intestinalis and giardia duodenalis -rrb- is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>","he is a starfish of the other states , and the other states of the other states , the other states . <eos>","giardia lamblia is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>"
"the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>","the north of the u.s. of the united states is based on the island of the town of the town of the town of the town of the town of the state , which was the battle of the united states . <eos>","the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>"
"on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept of what became the peace corps on the steps of michigan union . <eos>","on october 14 , the first was the central president was the central president of the european of the european of the european of the country union . <eos>","john f. kennedy , a presidential candidate , proposed the idea for what became the peace corps on the steps of michigan union on october 14 , 1960 . <eos>"
"the apostolic tradition , attributed to the theologian hippolytus , attests the singing of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>","the word of castile in the opening , the arrondissement of saxe-meiningen in the brain , the treaty of saxe-meiningen in the chicago of castile . <eos>","the apostolic tradition , connected to the scientist hippolytus who is an expert in theology , starts the singing of hallel psalms with alleluia as the repeated line in early christian lovable and wonderful festivals . <eos>"
"as a result , although many mosques will not enforce violations , both men and women when attending a mosque must adhere to these guidelines . <eos>","as a new , although many will not be been be been be been written not be been be been written to be more not be be be be the same of the united states . <eos>","although many mosques will not enforce rules , both men and women when there must follow these rules <eos>"
"it was discovered by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>",it was found by the other day of the united states . <eos>,"it was found by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>"
"seventh sons have strong "" knacks "" -lrb- specific magical abilities -rrb- , and seventh sons of seventh sons are both extraordinarily rare and powerful . <eos>","the same of the united states , the first of the united states of all . <eos>","seventh sons have strong "" knacks "" -lrb- specific magical abilities -rrb- , and he is extraordinarily rare and powerful . <eos>"
after graduation he returned to yerevan to teach at the local conservatory and later he was appointed artistic director of the armenian philarmonic orchestra . <eos>,after he was given to the local and later he was given than the name and later he was given than the name . <eos>,fter graduation he came back to yerevan to teach at the local conservatory and then he was appointed artistic director of the armenian philarmonic orchestra . <eos>
"she performed for president reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>","she was a very series series , which was then on the public war series , which was then on the public british . <eos>","she did a show for president reagan in 1988 's great performances at the white house series , which was shown on television on the public broadcasting service . <eos>"
each entry has a datum -lrb- a nugget of data -rrb- which is a copy of the datum in some backing store . <eos>,it is a town of the aube in some his states . <eos>,each entry has a datum -lrb- a nugget of data -rrb- which is a copy of the datum in some backing store . <eos>
the international fight league was an american mixed martial arts -lrb- mma -rrb- promotion billed as the world 's first mma league . <eos>,"the new largest was an american central central , and the world 's first player . <eos>","the world 's first mma league was the international fight league , and american mixed martial arts . <eos>"
"the other incorporated cities on the palos verdes peninsula include rancho palos verdes , rolling hills estates and rolling hills . <eos>",the other websites is a large part on the genus of the genus of the genus of the genus of the genus of the genus of the genus of the genus of the genus of the genus of the island of the island of the island of the united states of the island . <eos>,"rancho palos verdes , rolling hills estates and rolling hills are three cities on the palos verdes peninsula . <eos>"
"this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast quantities were printed . <eos>",this was also the same time of all 's father 's life . <eos>,"this stamp stayed the standard letter stamp for the rest of victoria 's reign , and many were printed . <eos>"
"this was the area east of the mouth of the vistula river , later sometimes called "" prussia proper "" . <eos>",this was the area of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the order of the river river<eos>,"this area , which later was sometimes called "" prussia proper "" , was east of the place where the vistula river begins . <eos>"
weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behaviour . <eos>,he was later to be been not be not be been not be the optic . <eos>,weelkes later found himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behavior . <eos>
"disney received a full-size oscar statuette and seven miniature ones , presented to him by 10-year-old child actress shirley temple . <eos>",in the english of a lisabeth . <eos>,"disney got a full-size oscar statuette and seven miniature ones , given to him by 10-year-old child actress shirley temple . <eos>"
"alessandro -lrb- "" sandro "" -rrb- mazzola -lrb- born 8 november 1942 -rrb- is an italian former football player . <eos>",the name is an american football football player . <eos>,alessandro mazzola is an italian former football player . <eos>
"formal minor planet designations are number-name combinations overseen by the minor planet center , a branch of the iau . <eos>",they are a member of the thistle . <eos>,formal minor planet designations are number-name combinations overseen by the minor planet center . <eos>
"on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>",on the band 's time was released in the order 's time . <eos>,on june 16 2009 the official release date of the resistance was announced on the band 's website . <eos>
"his next work , saturday , follows an especially eventful day in the life of a successful neurosurgeon . <eos>","his british work , the british would an american third day in the life of a new koopalings . <eos>",his next work at saturday will be a successful neurosurgeon . <eos>
"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>","it is also found in the united states of the town sea , where it is found to the number of the town sea , where it is the number of the town of the town . <eos>","it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>"
"at the voyager 2 images ophelia appears as an elongated object , the major axis pointing towards uranus . <eos>",at the united states of the united states of the united states of the united states of the british of the british of the british of the british of the british of the british of the united states of the united states . <eos>,at the voyager 2 pictures ophelia appears as a stretched object . a stretched object was the major axis . it pointing towards uranus . <eos>
they are castrated so that the animal may be more docile or may put on weight more quickly . <eos>,they are be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be<eos>,they are castrated so that the animal is docile or may put on weight quickly . <eos>
the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>,the name is a member of the english of the english of the english of the english of the church of the church of the church of the same time . <eos>,the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>
it was originally thought that the debris thrown up by the collision filled in the smaller craters . <eos>,it was now as the first states of the song of the united states . <eos>,it was thought that the debris thrown up by the collision filled the smaller craters . <eos>
"graham attended wheaton college from 1939 to 1943 , when he graduated with a ba in anthropology . <eos>",the first websites is a very in the united states . <eos>,graham attended wheaton college from 1939 to 1943 and graduated with a ba in anthropology . <eos>
"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>","he is found in 1 july , was from the united states by the united states by the united states by the united states by the united states by the united states by the european of the european of the european of the european of the european of the european of the european of the european<eos>","despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>"
"by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>","by early on september august , the first of the united states of the united states . <eos>","by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>"
fives is a british sport believed to derive from the same origins as many racquet sports . <eos>,it is a british hurricane of the same states as the same states as the same states as the same states as the same states as the same years . <eos>,"fives , a british sport , came from the same games as many racquet sports . <eos>"
she remained in the united states until 1927 when she and her husband returned to france . <eos>,she is a member of the united states . <eos>,she stayed in the united states until 1927 then she and her husband went to france . <eos>
the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>,the first first grand prix team over championship . <eos>,the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>
"many species had vanished by the end of the nineteenth century , with european settlement . <eos>",this was released to the second of the state of the state of the state of the state . <eos>,"many species had disappeared by the end of the nineteenth century , with european settlement . <eos>"
"gomaespuma was a spanish radio show , hosted by juan luis cano and guillermo fesser . <eos>",he was a spanish one of the united states of the united states . <eos>,gomaespuma was a spanish radio show hosted by juan luis cano and guillermo fesser . <eos>
"he was also named 1982 "" sportsman of the year "" by sports illustrated . <eos>","he was also a first named two "" . <eos>","sports illustrated named him "" sportsman of the year "" in 1982 . <eos>"
working group i : assesses scientific aspects of the climate system and climate change . <eos>,the song of the ancient system and later all children . <eos>,working group i : makes note of climate system and climate change <eos>
"mariel of redwall is a fantasy novel by brian jacques , published in 1991 . <eos>",it is made by the united states of the united states . <eos>,"mariel of redwall is a fiction novel in the category of fantasy by author brian jacques , published in 1991 . <eos>"
the incident has been the subject of numerous reports as to ethics in scholarship . <eos>,the town has been the same of the time of the year of the year of the year as to be published . <eos>,the incident has been the subject of numerous reports regarding scholarship ethics . <eos>
in 1987 wexler was inducted into the rock and roll hall of fame . <eos>,in his time was the british and the canadian of the united states . <eos>,in 1987 wexler was inducted into the rock and roll hall of fame . <eos>
"orton and his wife welcomed alanna marie orton on july 12 , 2008 . <eos>",he was a wife of the united states . <eos>,"orton and his wife greeted alanna marie orton on july 12 , 2008 . <eos>"
they are culturally akin to the coastal peoples of papua new guinea . <eos>,they are be be be be be be be be be be be the same one of the major one of the time . <eos>,their culture is similar to the culture of the coastal peoples of papua new guinea . <eos>
the british decided to eliminate him and take the land by force . <eos>,the british of the british of the british time to be the national by french . <eos>,the british decided to put an end to him and take the land by force . <eos>
it is derived from voice of america -lrb- voa -rrb- special english . <eos>,it is a county of the united states of america -lrb- d. -rrb- . <eos>,it comes from voice of america -lrb- voa -rrb- special english . <eos>
"hinterrhein is an administrative district in the canton of graubunden , switzerland . <eos>",it is an municipality of aargau . <eos>,"hinterrhein is an governmental district in the canton of graubunden , switzerland . <eos>"
"there he died six weeks later , on 13 january 888 . <eos>",he died than march 's march 's march 's march 's march 's march 's march 's march 's march 's death . <eos>,he died six weeks later on january 13th 888 . <eos>
"in its pure form , dextromethorphan occurs as a white powder . <eos>","in its 2007 , the first of the united states of the united states . <eos>","in its pure form , dextromethorphan lives as a white powder . <eos>"
he is also a member of another jungiery boyband 183 club . <eos>,he is also a member of all than his father . <eos>,"he is also a member of 183 club , which is another jungiery boyband . <eos>"
it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first album to be used by a town to be used by a town . <eos>,it was the first asteroid discovered by a spacecraft . <eos>
"today nrc is organised as an independent , private foundation . <eos>",they is a member of the united states . <eos>,today nrc is organised as an independent foundation . <eos>
it continues as the bohemian switzerland in the czech republic . <eos>,it is a member of the united kingdom of the united kingdom . <eos>,it is still called as the bohemian switzerland in the czech republic . <eos>
it is not actually a true louse . <eos>,it is not not not become a true . <eos>,it 's not actually a true louse . <eos>
admission to tsinghua is extremely competitive . <eos>,the united states of the united states of the united states . <eos>,entrance to tsinghua is very very difficult . <eos>
"none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>","the story , the story , the story , the european , the ancient , the ancient , the ancient of the european , the west , the duke , and or the ancient of be be be be be be be be be<eos>","none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>"
"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>","the system of the same , the goddess of the treaty and which have been to be be be be be be more . <eos>","historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>"
"later , esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves , even if esperanto is never adopted by the united nations or other international organizations . <eos>","later , the book that had then in the country , the book that had then in the country and the book that had then in the united kingdom . <eos>","later , esperanto speakers started to see the language and culture that had grown up around it as ends in themselves , though esperanto is never accepted by the united nations of other international organizations . <eos>"
"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>",the town is the first of the new of the new of the new of the new of the new of the county and the ecliptic to the west and the ecliptic to the west and the ecliptic to the west and angola .<eos>,"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both oils movement in and out of the beak and helps to catch ants and termites , which sticks to it . <eos>"
"the current lineup of the band comprises flynn -lrb- vocals , guitar -rrb- , duce -lrb- bass -rrb- , phil demmel -lrb- guitar -rrb- , and dave mcclain -lrb- drums -rrb- . <eos>","the current of the order of the order of the order dynasty -lrb- the eastern of the order -rrb- , and and and and and and and and and and and and and and and and and and and and and and and and<eos>","the current lineup of the band comprises flynn -lrb- vocals , guitar -rrb- , duce -lrb- bass -rrb- , phil demmel -lrb- guitar -rrb- , and dave mcclain -lrb- drums -rrb- <eos>"
"in the soviet years , the bolsheviks demolished two of rostov 's principal landmarks - st alexander nevsky cathedral -lrb- 1908 -rrb- and st george cathedral in nakhichevan -lrb- 1783-1807 -rrb- . <eos>","in the soviet that , the lowest of the soviet that , the lowest of the soviet that , the lowest of the european that , the lowest of the same of the united states . <eos>","in the soviet years , the bolsheviks demolished two of rostov 's principal like st alexander nevsky cathedral -lrb- 1908 -rrb- and st george cathedral in nakhichevan -lrb- 1783-1807 -rrb- . <eos>"
"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>","the time , is also all all with all of the ecliptic material it would be be be be be be be be be be be be be be be be be be be be be be be be be be be be be<eos>","furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>"
"the depression moved inland on the 20th as a circulation devoid of convection , and dissipated the next day over brazil , where it caused heavy rains and flooding . <eos>",the two of the new states as a large important of the country as a large part of the country as a large part of the country as a large part of the country . <eos>,on 20th depression moved inland as convection less circulation and after weakening over brazil it caused heavy rains and flooding . <eos>
"cogeneration -lrb- also combined heat and power , chp -rrb- is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat . <eos>",the name also also also also also also the best of a song . <eos>,cogeneration is a combination of heart and power to simultaneously generate both electricity and useful heat . <eos>
advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation . <eos>,the same between the old sea of to use as a way to be use as a way to be use as a way to buy . <eos>,assisted countries with a little muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote public participation . <eos>
"unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>","the population on example , however , which are part of the system , but is part of the system of the state of the state . <eos>","unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>"
"volunteers provided food , blankets , water , children 's toys , massages , and a live rock band performance for those at the stadium . <eos>",he is a british british band who would the same . <eos>,"volunteers provided food , blankets , water , children 's toys , massages and a live rock band performance for those at the stadium . <eos>"
"in 1990 , mark messier took the hart over ray bourque by a margin of two votes , the difference being a single first-place vote . <eos>","in the west over the championship over the championship over the championship over the state of two york , the town part a single part of two york , the town part a single part of two york , the town part a single<eos>","in 1990 mark messier took hart over ray bourque by two votes , the difference being a first-place vote . <eos>"
a wikipedia gadget is a javascript and / or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>,a one is a parody and best or a eccentricity . <eos>,a wikipedia gadget is a javascript and/or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>
the historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history . <eos>,the band war the british games in the order games and the order games the system and the order games the system and the order games the system and the allies . <eos>,"in writing history , there is a method called the historical method which uses primary sources and other evidence to research the historical events . <eos>"
it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>,it was also known as a best than food and best its own . <eos>,it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>
"johan was also the original bassist of the swedish power metal band hammerfall , but quit before the band ever released a studio album . <eos>",it was also the president of the french year was the band team . <eos>,"johan was also the original bassist of the swedish power metal band , hammerfall , but quit before the band ever released a studio album . <eos>"
the two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>,the two kingdom must were later the two time . <eos>,"the two former presidents were later charged , each on their own , with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>"
"on occasion the male "" den master "" will also allow a second male into the den ; the reason for this is unclear . <eos>","on the french "" they also a second than the "" utterly "" will also a second than the nazis . <eos>","on opportunity the male "" den master "" will let a second male inside of the den ; the basis for this is poorly explained . <eos>"
"james i appointed him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>","the british websites -lrb- a "" british i -lrb- a "" -rrb- is a member of the name of the name . <eos>","james i made him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>"
"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>",there are a height of the united states . <eos>,"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>"
"george frideric handel also served as kapellmeister for george , elector of hanover -lrb- who eventually became george i of great britain -rrb- . <eos>",the song was a member of the united states . <eos>,"george frideric handel also served as choirmaster for george , the elector of hanover , who eventually became george i of great britain . <eos>"
"today , landis ' father has become a hearty supporter of his son and regards himself as one of floyd 's biggest fans . <eos>",the first wife of the british is a short of living a more part of the same of time . <eos>,landis ' father has become a supporter of his son and regards himself as one of floyd 's biggest fans . <eos>
the new york city housing authority police department was a law enforcement agency in new york city that existed from 1952 to 1995 . <eos>,the new york city the new york city the new york city the new york city . <eos>,the new york city housing authority police department was a law enforcement agency in new york city from 1952 to 1995 . <eos>
"he died on may 29 , 1518 in madrid , spain and was buried in the church of san benito d ' alcantara . <eos>","he was he on may 25 , in the church of the national hockey of the family of the family of the family of the family of the family of the family of the kontinental . <eos>","he died on may 29 , 1518 in madrid , spain . it was buried in the church of san benito d ' alcantara . <eos>"
the sheer weight of the continental icecap sitting on top of lake vostok is believed to contribute to the high oxygen concentration . <eos>,the m6 of the central states of the central states of the european islands of the european islands of the european islands of the european of the european of the european . <eos>,the lake vostok has a very large weight of the continental icecap on its waters . the high oxygen concentration of the lake water may because of this icecap . <eos>
the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game . <eos>,the two of the county of the county of the county of the state is located in which it is found in which it is found in which it is a total of the same . <eos>,"the form of chess played is speed chess , in which each player has a total of twelve minutes for the whole game . <eos>"
"the wave traveled across the atlantic , and organized into a tropical depression off the northern coast of haiti on september 13 . <eos>","the british team the new states the new , and the northern of the british half of the united states of the united states of the united states of the united states of the united states of the united states of the united states<eos>",the wave traveled across the atlantic and organized into a tropical depression off the coast of haiti on september 13 . <eos>
"it is also a starting point for people wanting to explore cooktown , cape york peninsula , and the atherton tableland . <eos>",it is also a small species of the united states . <eos>,"it is a starting point for people wanting to explore cooktown , cape york peninsula and atherton tableland . <eos>"
"prior to the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>","the national park are the battle of the town , the national park island and the national park island and the american river and southern the movie . <eos>","before the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>"
she was left behind -lrb- explanations for this vary -rrb- when the rest of the nicolenos were moved to the mainland . <eos>,she was the two party of the garter were the time . <eos>,people have different thinking about why she was left behind when the nicolenos were moved to the main part of the country . <eos>
dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on september 12 . <eos>,he was the southern olympics of the american states of the american states . <eos>,"early september 12 , dry air wrapping around the southern area of the cyclone caused most of the heat to leave . <eos>"
"brunstad has several fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery store . <eos>","it has be be the first own , and its own , and its own , and its own , and its own , and its own , and its own , and its own , and its own , and its own ,<eos>","brunstad has many fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery shop . <eos>"
"development stable releases are rare , but there are often subversion snapshots which are stable enough to use . <eos>",the city is also be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be be<eos>,"development stable releases are rare , but there are often subversion snapshots -lrb- an informal photograph taken quickly -rrb- which are stable enough to use . <eos>"
he served as the prime minister of egypt between 1945 and 1946 and again from 1946 and 1948 . <eos>,he was as the state of the state of the united states between the state of the united states between the state of the united states between the united states and and many from the united states . <eos>,he served as prime minster of egypt from 1945 and 1946 as well as from 1946 through 1948 . <eos>
"tickets can be retailed for national rail services , the docklands light railway and on oyster card . <eos>","he is a member of the united states , the national railway , and on inclinations . <eos>",tickets can be retailed for national rail services and the docklands light railway on oyster card . <eos>
"these works he produced and published himself , whilst his much larger woodcuts were mostly commissioned work . <eos>","the british he was the first wife and published , but his father was given to the same . <eos>","these works he produced and published himself , whilst his much bigger woodcuts were mostly outsourced work . <eos>"
the amazon basin is the part of south america drained by the amazon river and its tributaries . <eos>,"the most of south america , the most of south america , and its states . <eos>",the amazon basin is the part of south america drained by the amazon river and those who pay tribute to it . <eos>
"finally in 1482 the order dispatched him to florence , the ' city of his destiny ' . <eos>",it is a member of his wife ' . <eos>,in 1482 the order dispatched him to florence . <eos>
this was demonstrated in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>,this was the highest of the town was the lebanese year by the town prix and the same of the thistle year by the song . <eos>,this was shown in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>
the same tram had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>,the same was been called the same way that he was the same of the united states . <eos>,the same team had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>
vouvray-sur-huisne is a commune in the sarthe department in the region of pays-de-la-loire in northwestern france . <eos>,it is found in the region pays in the sarthe department in the north of france . <eos>,vouvray-sur-huisne is a community in the sarthe department in the area of pays-de-la-loire in northwestern france . <eos>
moderate to severe damage extended up the atlantic coastline and as far inland as west virginia . <eos>,the new states to the new states . <eos>,there was moderate to severe damage all the way up the atlantic coastline and as far inland as west virginia . <eos>
since the end of the 19th century eschelbronn is well known for its furniture manufacturing industry . <eos>,the first of the first of the same be be known for its states . <eos>,since the end of the 19th century eschelbronn is well known for its furniture making business . <eos>
chauvin was embarrassed to receive his award and initially indicated that he may not accept it . <eos>,he was born his time of the british of the united states . <eos>,chauvin was embarrassed to get his award and at first said that he may not accept it . <eos>
"shortly after attaining category 4 status , the outer convection of the hurricane became ragged . <eos>",she was born to be the american became states . <eos>,"shortly after reaching category 4 status , the outer convection of the hurricane became worn out <eos>"
the upper half also resembles the coat of arms of the former district oberbarnim . <eos>,the national line is the part of the united states district part of the united states district . <eos>,"the former district oberbarnim , also resembles the upper half of the coat of arms . <eos>"
"he left a detachment of 11,000 troops to garrison the newly conquered region . <eos>",he was a part of the united states of the region of the region of the region of the uk . <eos>,"he left 11,000 troops to garrison the newly conquered region . <eos>"
"in 1998 , culver ran for iowa secretary of state and was victorious . <eos>","in april , was the first of the united states of the united states . <eos>","in 1998 , culver successfully ran for iowa secretary of state . <eos>"
"their eyes are quite small , and their visual acuity is poor . <eos>",their websites <eos>,"their eyes are quite small , and their visual acuity is poor . <eos>"
the equilibrium price for a certain type of labor is the wage . <eos>,the largest is a year of the year of the town . <eos>,the balanced price for any kind of labor is called a wage . <eos>
the characters are foul-mouthed extensions of their earlier characters pete and dud . <eos>,"the "" are named one of the same year . <eos>",the characters speak bad language of their earlier characters pete and dud <eos>
"for example , the stylebook of the associated press is updated annually . <eos>","for example , the duke of the year is the year of the year is the year of the year is the year of the year is the same of the year is the same of the year is the same of the year<eos>",the stylebook of the associated press is updated yearly . <eos>
they are rivaled as biological materials in toughness only by chitin . <eos>,they are known as the same of the united states . <eos>,they are rivaled as biological materials in toughness only by chitin . <eos>
volterra is a town in the tuscany region of italy . <eos>,it is found in the region region of the region region of the region region of the north of the north of the north of the north of the north of the north . <eos>,volterra is a town in the tuscany area of italy . <eos>
