Original,Prediction,Simplified sentences
"hinterrhein is an administrative district in the canton of graubunden , switzerland . <eos>","plessur is an administrative district in the canton of graubunden , switzerland . <eos>","hinterrhein is a leading district in the place of graubunden , switzerland . <eos>"
"their eyes are quite small , and their visual acuity is poor . <eos>",their weight are dangerous . <eos>,"their eyes are small , and their visual acuity is poor . <eos>"
the equilibrium price for a certain type of labor is the wage . <eos>,the government government for a flat government is used for a large white of the solar party . <eos>,the price for a certain type of labor is the wage . <eos>
the characters are foul-mouthed extensions of their earlier characters pete and dud . <eos>,the islands are not close to the islands of other animal and agriculture . <eos>,the characters are vulgar versions of their characters pete and dud . <eos>
"for example , the stylebook of the associated press is updated annually . <eos>","for example , the english of the executive matter is very very very very for the world . <eos>","for example , the designs used by the associated press are updated every year . <eos>"
it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first first first first made by walter . <eos>,it was the first asteroid found by a spaceship . <eos>
they are rivaled as biological materials in toughness only by chitin . <eos>,they are also used as in by one of the same time . <eos>,they are rivaled only by chitin in toughness . <eos>
"he settled in london , devoting himself chiefly to practical teaching . <eos>","he changed in the united states , in england . <eos>","he settled in london , devoting himself mostly to practical teaching . <eos>"
it continues as the bohemian switzerland in the czech republic . <eos>,it 's the fastest growing prize in the atlantic basin . <eos>,it goes on as the bohemian switzerland in the czech republic . <eos>
volterra is a town in the tuscany region of italy . <eos>,south africa is a town in the region . <eos>,volterra is an italian town in the tuscany region . <eos>
mifepristone is a synthetic steroid compound used as a pharmaceutical . <eos>,fierce creatures is a large or chemical chemical standardized . <eos>,mifepristone is a synthetic steroid compound used as medicine . <eos>
he was diagnosed with inoperable abdominal cancer in april 1999 . <eos>,he was born with westminster with him in 1994 . <eos>,he found out he had stomach cancer in april 1999 . <eos>
bruises often induce pain but are not normally dangerous . <eos>,some are not dissolve in the entire front . <eos>,bruises are painful but not bad for you . <eos>
their participation is limited until they reach legal adulthood . <eos>,their release of their presidents in the same rule . <eos>,they can not fully participate until the are a legal adult . <eos>
"as of 2000 , the population was 89,148 . <eos>",the state was founded in the state of the grey . <eos>,"as of 2000 , the population was 89,148 . <eos>"
take the square root of the variance . <eos>,"the town of the main church , the north of the main bank of the main belt were the republic of the main belt . <eos>",take the variance 's square root . <eos>
the female equivalent is a daughter . <eos>,the rpg-26 aglen is a chemical element . <eos>,"if the child is a female , it is a daughter . <eos>"
"the company opened twice as many canadian outlets as mcdonald 's `` wendy 's confirms tim hortons ipo by march '' , ottawa business journal , december 1 , 2005 , and system-wide sales also surpassed those of mcdonald 's canadian operations as of 2002 . <eos>","the songs is shown as a series by j. j. j. , creative areas of quantum mechanics . it also also also also include quantum theory , max black , and other features . <eos>",the canadian wendy 's was twice as popular as mcdonalds in 2002 . <eos>
