Original,Prediction,Simplified sentences
"some towns on the eyre highway in the south-east corner of western australia , between the south australian border almost as far as caiguna , do not follow official western australian time . <eos>","the team moved on the western of cape border , between the western border of modernism and democratic process . <eos>",some towns on the eyre highway in southeast western australia between australia and caiguna do n't follow western australia time . <eos>
perry saturn ( with terri ) defeated eddie guerrero ( with chyna ) to win the wwf european championship ( 8:10 ) saturn pinned guerrero after a diving elbow drop . <eos>,the main judge ( # 2 ) is an international ( soccer ) player ( 1 ) and grossenhain are a greater achievement . <eos>,perry saturn ( with terri ) defeated eddie guerrero ( with chyna ) in the wwf european championship ( 8:10 ) saturn pinned guerrero after a diving elbow drop . <eos>
"in architectural decoration small pieces of colored and iridescent shell have been used to create mosaics and inlays , which have been used to decorate walls , furniture and boxes . <eos>","in several cities , and other applications are thought of have been used for many food , which has been used for for other animal diseases and others . <eos>","in designing small pieces of colored shells are used to make decorations which are used to decorate walls , furniture , and boxes . <eos>"
"however , the bzo differs a bit in comparison to the freedom party , as is in favor of a referendum about the lisbon treaty but against an eu-withdrawal . <eos>",the result is a major role in the netherlands . <eos>,"however , the bzo is not the same as the freedom party . <eos>"
"fearing that drek will destroy the galaxy , clank asks ratchet to help him find the famous superhero captain qwark , in an effort to stop drek . <eos>","the old members of the same , who said the group would be the first part of the united states . <eos>","fearing that drek will destroy the galaxy , a search is underway for captain qwark , to help stop drek . <eos>"
"giardia lamblia ( synonymous with lamblia intestinalis and giardia duodenalis ) is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>",super mario rpg : is a hybrid adventure ( soccer ) games . it is the last and published in the series . <eos>,"giardia lamblia is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>"
"the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>","the town of france is on the main island of the island of timor , the island of atauro and chemnitz . <eos>",the story of christmas is based on the gospel of matthew and luke . <eos>
"jeddah is the principal gateway to mecca , islam 's holiest city , which able-bodied muslims are required to visit at least once in their lifetime . <eos>",the term is also spoken to a lot of different people . they are mostly built in their food . <eos>,muslims are required to visit mecca once in their lifetime . <eos>
"on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept of what became the peace corps on the steps of michigan union . <eos>","on september 14 , september 20th , 1979 on september 23 , 1979 on september 23 , 1979 the leader of the county 's republic of atauro . <eos>","on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept for the peace corps at the michigan union . <eos>"
"the apostolic tradition , attributed to the theologian hippolytus , attests the singing of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>",the mountain trophy won the center of the german army . it was the first moon . <eos>,": the apostolic tradition , attributed to the theologian hippolytus , cites of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>"
"as a result , although many mosques will not enforce violations , both men and women when attending a mosque must adhere to these guidelines . <eos>","many plays , he does not have a trade system . <eos>",men and women attending a mosque must follow certain guidelines . <eos>
"it was discovered by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>","it was discovered by scott c. on november 28 , 1941 . <eos>",stephen p. synnott noticed it in pictures from the voyager 1 space probe . <eos>
"since 2000 , the recipient of the kate greenaway medal has also been presented with the colin mears award to the value of PS5000 . <eos>",the term has been seen with the growth to the growth of the same growth . <eos>,"since 2000 , the recipient of the kate greenaway medal has also won the PS5000 colin mears award . <eos>"
after graduation he returned to yerevan to teach at the local conservatory and later he was appointed artistic director of the armenian philarmonic orchestra . <eos>,"he learned to new wales 's new throwing throwing named the election . he was last seen in the election of the 1953 , beginning by the mouse king of new york . <eos>",after graduation he returned to yerevan to teach at the conservatory . later he was appointed artistic director of the armenian philarmonic orchestra . <eos>
"she performed for president reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>","she performed for 1 1 after she played at the series . the team was released on the old championship , the album , and then a show on the radio & operations . <eos>","she performed for reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>"
"for example , king bhumibol was born on monday , so on his birthday throughout thailand will be decorated with yellow color . <eos>","on april 23 , 2003 , the album was born on april 20 , 2007 . <eos>","king bhumibol was born on a monday , so his birthday in thailand would be decorated with yellow . <eos>"
he advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline . <eos>,he also changed a medical football scientist in physics . they also sold as a fierce lioness . <eos>,he recommends using a user-centered design process in product development cycles and also to popularize interaction design as a mainstream discipline . <eos>
each entry has a datum ( a nugget of data ) which is a copy of the datum in some backing store . <eos>,a village is a large square . it is a large of the four species in the anguidae 's . <eos>,there is a copy of each datum entry in some backing store . <eos>
"ryan prosser ( born 10 july , 1988 ) is a professional rugby union player for bristol rugby in the guinness premiership . <eos>","born in the 1900s , he is a traditional professional player for the car 's car party in the 1870s . <eos>","born in 1988 , ryan prosser is a professional rugby player . he plays for bristol rugby in the guinness premiership . <eos>"
the international fight league was an american mixed martial arts ( mma ) promotion billed as the world 's first mma league . <eos>,the reichstag was an american field . it was the first world championship championship . <eos>,"the international fight league was an american mma promotion , known as the world 's first mma league . <eos>"
he also completed two collections of short stories entitled the ribbajack & other curious yarns and seven strange and ghostly tales . <eos>,he also also has two own and completed above other authors of the same time . <eos>,he also completed two short story collections . these were titled the ribbajack & other curious yarns and seven strange and ghostly tales . <eos>
"the other incorporated cities on the palos verdes peninsula include rancho palos verdes , rolling hills estates and rolling hills . <eos>","the bridge featured the team on the american front , the french front , led by michael bernstein and 624 hektor . <eos>","the other cities on the peninsula are rancho palos verdes , rolling hills estates and rolling hills . <eos>"
"this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast quantities were printed . <eos>",this effect was the most common damage for the hair of jesus 's nose . <eos>,this remained the standard letter stamp for the rest of victoria 's reign . vast quantities were printed . <eos>
"this was the area east of the mouth of the vistula river , later sometimes called `` prussia proper '' . <eos>",this was the area of the roman catholic church of the area of the region . <eos>,"the area was east of the beginning of the vistula river . later on , some people called it `` prussia proper . '' <eos>"
alessandro ( `` sandro '' ) mazzola ( born 8 november 1942 ) is an italian former football player . <eos>,`` emma '' is an football player . <eos>,alessandro ( `` sandro '' ) mazzola ( born 8 november 1942 ) is an italian former footballer . <eos>
"formal minor planet designations are number-name combinations overseen by the minor planet center , a branch of the iau . <eos>","anchovies are distinguished by the french cloud , a large earthquake of the mountain , but are a large , or the french kind of the mountain . <eos>",the minor planet center gives number name combinations to minor planets . <eos>
"on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>","on june 19 , 2006 , the congress of focusing the original working was on the band of the original band on the band 's destruction . <eos>","on june 16 , 2009 the official release date of the resistance was announced . it was announced on the band 's website . <eos>"
"his next work , saturday , follows an especially eventful day in the life of a successful neurosurgeon . <eos>","the story , an human , an human , an white , is a human of the own . <eos>",next saturday is a presentation of a successful neurosurgeon . <eos>
"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>",it is located at the ancient city of the ancient coast of the canton of australia . it is located in the coast of the tollensesee . <eos>,it is located at the coast of the baltic sea and encloses the city of stralsund . <eos>
"at the voyager 2 images ophelia appears as an elongated object , the major axis pointing towards uranus . <eos>","at the 2008 2 probe was known as an international organization , the league of the same name as the queen , however the first moon . <eos>",ophelia looks like a long item from voyager 2 images with the large part pointing toward uranus . <eos>
"like previous assessment reports , it consists of four reports , three of them from its working groups . <eos>","it has some of the four products , it made of different species from its other rule . <eos>",it consists of four reports . three of them are from its working groups . <eos>
the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>,"the alabama status is to the growth of the sun , the middle of the river . <eos>",it is likely that neptune 's great dark spot is a hole in the methane cloud deck . <eos>
it was originally thought that the debris thrown up by the collision filled in the smaller craters . <eos>,it was the temporary designation that the berber muslim almoravids were brought in by the eastern 1990s . <eos>,the smaller craters were originally thought to be filled by collision debris . <eos>
"graham attended wheaton college from 1939 to 1943 , when he graduated with a ba in anthropology . <eos>","he was seen from the same time , he often worked with a fight in 1950 . <eos>",graham graduated with a ba in anthropology from wheaton college . <eos>
"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>",it was found in 1958 and images from the images taken by voyager 2 . <eos>,"in 1989 , despina was discovered from the images that were taken by the voyager 2 probe . <eos>"
"by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>","on september 22 , september 15 , led of 30 , s. hall , and a leader of an asymmetric office show in an business field . <eos>",on september 30 the wind increased . <eos>
both names became defunct in 2007 when they were merged into the national museum of scotland . <eos>,van became the national states of america and dubai became the republic of cricket . <eos>,both names went away in 2007 when they were joined into the national museum of scotland . <eos>
she remained in the united states until 1927 when she and her husband returned to france . <eos>,she continued in the united states beauty after the united states was done in 1817 and then allowed to europe . <eos>,she remained in the united states until returning to france with her husband in 1927 . <eos>
the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>,"the first christian , first recorded president and danish bundestag started on the first event at the first time at the first time at the first time at the first time at ringside . <eos>","the first grand prix championship took place on september 4 , 1921 at brescia . <eos>"
"many species had vanished by the end of the nineteenth century , with european settlement . <eos>","many people have been discovered by the world , with the start of the grey century , with a lot of the main nations championship , the first were known by the territory of the 19th century . <eos>",many species had vanished with european settlement . <eos>
"gomaespuma was a spanish radio show , hosted by juan luis cano and guillermo fesser . <eos>","koop was a spanish game . it was written by composer by composer , william issues , and other composer . <eos>",gomaespuma was a spanish radio show . it was hosted by juan luis cano and guillermo fesser . <eos>
he was also named 1982 `` sportsman of the year '' by sports illustrated . <eos>,he was also named the `` `` `` house of hope '' that was called the `` `` house of hope '' . <eos>,he was sports illustrated 's `` sportsman of the year '' in 1982 . <eos>
working group i : assesses scientific aspects of the climate system and climate change . <eos>,she was elected by the great society society created by the association of the crucifixion of jesus and then taking up of the day and body . <eos>,working group i : looks at the aspects of climate change and the climate <eos>
"mariel of redwall is a fantasy novel by brian jacques , published in 1991 . <eos>",a fantasy novel is written by brian jacques . it is a book by brian jacques . <eos>,mariel of redwall is a novel written by brian jacques . it was published in 1991 . <eos>
in 1987 wexler was inducted into the rock and roll hall of fame . <eos>,"in the 2007 1954 1954 1954 , he was added to the ancient hall of fame . <eos>",in 1987 wexler was recognized into the rock and roll hall of fame . <eos>
"orton and his wife welcomed alanna marie orton on july 12 , 2008 . <eos>","his team and fans by 2006 was written by fans and completed on november 26 , 2006 . <eos>","orton and his wife welcomed alanna marie orton july 12 , 2008 . <eos>"
the british decided to eliminate him and take the land by force . <eos>,the last and danish prisoners were brought to the land in the land . <eos>,the british decided to take him out and land by force . <eos>
it is derived from voice of america ( voa ) special english . <eos>,it is from the main family of the main states of america . <eos>,it is derived from voice of america special english . <eos>
"there he died six weeks later , on 13 january 888 . <eos>","he performed on november 27 , 1995 . <eos>",he died there six weeks later on 13 january 888 . <eos>
"in its pure form , dextromethorphan occurs as a white powder . <eos>","in its history , a town of saturn is also called a bad thing . <eos>",dextromethorphan appears as a white powder in its natural form . <eos>
he is also a member of another jungiery boyband 183 club . <eos>,he is a member of another drink . <eos>,"he 's also a member of another jungiery boyband , 183 club . <eos>"
"today nrc is organised as an independent , private foundation . <eos>","today is also known as an industrial area , especially the language of language is an industrial area . <eos>","nrc is run as an independent , private foundation . <eos>"
it is not actually a true louse . <eos>,it is a main rock . <eos>,it is not a louse . <eos>
admission to tsinghua is extremely competitive . <eos>,passenger trains is believed to be from the food . <eos>,it is very hard to be admitted to tsinghua . <eos>
"in 1438 trevi passed under the temporal rule of the church as part of the legation of perugia , and thenceforth its history merges first with that of the states of the church , then ( 1860 ) with the united kingdom of italy . <eos>","in the 19th tradition , the majority of the province was part of the council of the region of the region of the olympic empire . <eos>","in 1438 , trevi was temporarily ruled by the church as part of perugia . from that time , its history merges with the states of the church until 1860 , then becoming part of the united kingdom of italy . <eos>"
"none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>","of the same , the royal powerful , or higher appearance , is the third family for free in the software of any modified . <eos>",none of the people connected with wikipedia in any way can be responsible for how you use the information you learn here . <eos>
"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>",the term of the holy and works have been seen in a very professional man with strong with of people . <eos>,"historically , the sensations of itch and pain have not been considered to be independent of each other until recently . it was found that itch has several features in common with pain , but exhibits notable differences . <eos>"
"the four canonical texts are the gospel of matthew , gospel of mark , gospel of luke and gospel of john , probably written between ad 65 and 100 ( see also the gospel according to the hebrews ) . <eos>","the island are advantage of fish , and explains between them are suspected of themselves with focusing for the future to the testing distribution . <eos>","the four canonical texts are the gospel of matthew , gospel of mark , gospel of luke and gospel of john . they were probably written between ad 65 and 100 ( see also the gospel according to the hebrews ) . <eos>"
"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>","the word is made up of the hebrew fish , which includes both well in the verde and body effects . <eos>","the tongue is sticky because of the presence of glycoprotein-rich mucous . this lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>"
"convinced that the grounds were haunted , they decided to publish their findings in a book an adventure ( 1911 ) , under the pseudonyms of elizabeth morison and frances lamont . <eos>","the tornado were a large white , under the republic of jesus and led by scott s. sheppard and the risk of mexico . <eos>","convinced that the grounds were haunted , they decided to publish their findings in the book `` an adventure '' . it was published in 1911 under the pseudonyms of elizabeth morison and frances lamont . <eos>"
"the current lineup of the band comprises flynn ( vocals , guitar ) , duce ( bass ) , phil demmel ( guitar ) , and dave mcclain ( drums ) . <eos>","the main event of the island is on the main island , arctic boosh , and a wind field of dallas ( 1969 ) . <eos>","the current lineup of the band is flynn ( vocals , guitar ) , duce ( bass ) , phil demmel ( guitar ) , and dave mcclain ( drums ) . <eos>"
"in the soviet years , the bolsheviks demolished two of rostov 's principal landmarks - st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783-1807 ) . <eos>",the hot league of the league 's largest district in the league of the league 's executive - 3 . <eos>,"the bolsheviks destroyed two of rostov 's principal landmarks . namely , st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783-1807 ) . <eos>"
"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>","many awards are to like other animal , and they also use them to use the systems . <eos>",research has shown that children are less likely to report a crime if it involves someone that he or she knows . <eos>
"the depression moved inland on the 20th as a circulation devoid of convection , and dissipated the next day over brazil , where it caused heavy rains and flooding . <eos>","the team was seen on the top of the daily century , and it 's close to the end of the 1953 , it is held from the original army , which won it . <eos>","the storm moved over land on the 20th , then lost energy the next day over brazil causing heavy rains and flooding . <eos>"
"cogeneration ( also combined heat and power , chp ) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat . <eos>",soy milk is a black or other animal to the food . <eos>,cogeneration uses a heat engine or power station to generate electricity and heat at the same time . <eos>
advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation . <eos>,"two transfer of the transfer to use the transfer of the transfer to use the mice , and designed to use it . <eos>",advocacy countries with a minority of muslims are more likely than countries with a majority of muslims to use mosques to promote civic participation . <eos>
"unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>","the mountain range of daily , punk % of the daily class of hoshino gakki co. , ltd 's teachings . <eos>","neptune 's cirrus clouds are made up of crystals of frozen methane , not like the clouds on earth which are made up of crystals of ice . <eos>"
"seventh sons have strong `` knacks '' ( specific magical abilities ) , and seventh sons of seventh sons are both extraordinarily rare and powerful . <eos>",some of the jardines states have been developed and a large amount of both cisc and others . <eos>,"seventh sons have magical abilities , and seventh sons of seven sons are even more powerful . <eos>"
"benchmarking conducted by passmark software highlights the 2009 version 's 52 second install time , 32 second scan time , and 7 mb memory utilization . <eos>","the series had taken by the american 1 , the station was more than one year , and the last time in one storm . <eos>","benchmarking done by passmark software highlights the 2009 version 's 52 second install time , 32 second scan time , and 7 mb memory utilization . <eos>"
"volunteers provided food , blankets , water , children 's toys , massages , and a live rock band performance for those at the stadium . <eos>","the album , a dam , and a human for the greater known for a long school for the 2008 party . <eos>","volunteers provided food , blankets , water , toys , massages , and a rock performance for those at the stadium . <eos>"
"in 1990 , mark messier took the hart over ray bourque by a margin of two votes , the difference being a single first-place vote . <eos>","in 2003 , the woman , 11 white took the end of two days . <eos>","in 1990 , mark messier won the hart trophy over ray bourque by one first-place vote . <eos>"
the historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history . <eos>,the structure was destroyed by the early 1990s and early indian and food . it is the last and moved to bermuda . <eos>,the historical method is the way in which historians use primary sources and other evidence to research and record history . <eos>
it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>,it is found to explain the river and caused the seva tram show for its months . <eos>,it will move itself and sink back to the river bed so that it can digest its food and wait for its next meal . <eos>
"johan was also the original bassist of the swedish power metal band hammerfall , but quit before the band ever released a studio album . <eos>",the band had a chocolate album at glenrowan . <eos>,johan was the original bassist of hammerfall . he quit before the band released an album . <eos>
the two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>,the two years were two years were with the team of two years . <eos>,the two former presidents were charged with mutiny and treason . <eos>
"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>","there are many types of boxing , including the elite islands , and the stars is better too . <eos>",there are statues of sir alf ramsey and sir bobby robson . <eos>
"george frideric handel also served as kapellmeister for george , elector of hanover ( who eventually became george i of great britain ) . <eos>","history : she also gained 1 as a range of strange range , and the company became american henderson . <eos>","george frideric handel also served as kapellmeister for george , elector of hanover . <eos>"
"today , landis ' father has become a hearty supporter of his son and regards himself as one of floyd 's biggest fans . <eos>",one of his father had a father of honor and died 's greatest fossil discoveries . <eos>,"today , floyd 's father has become a strong supporter of his son . <eos>"
the new york city housing authority police department was a law enforcement agency in new york city that existed from 1952 to 1995 . <eos>,the new york city was a former city in new york city . <eos>,the new york city housing authority police department existed from 1952 to 1995 . <eos>
the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game . <eos>,the surface of the same is often called a number of association for the kettering station . <eos>,speed chess gives each player 12 minutes for the game . <eos>
"the wave traveled across the atlantic , and organized into a tropical depression off the northern coast of haiti on september 13 . <eos>","the atlantic hurricane status , the atlantic models status in the afternoon , and a low low low on september 19 . <eos>","the wave traveled across the atlantic . on september 13 , it became a tropical depression near haiti 's northern coast . <eos>"
"prior to the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>","the national islands , and the national lines have won the national border . <eos>",campgrounds around the outer banks were closed for the storm . <eos>
"he died on may 29 , 1518 in madrid , spain and was buried in the church of san benito d'alcantara . <eos>","he was in the earl of leaf-eating princes of virginia , 1936 . <eos>","he died on may 29 , 1518 in madrid spain . he was buried in the church of san benito d'alcantara . <eos>"
"disney received a full-size oscar statuette and seven miniature ones , presented to him by 10-year-old child actress shirley temple . <eos>",a few theory of the same name and the same show passes in order to be by an animal system . <eos>,disney got a full-size oscar statue and seven little ones given to him by 10 year old actress shirley temple . <eos>
aliteracy ( sometimes spelled alliteracy ) is the state of being able to read but being uninterested in doing so . <eos>,state is also known as english or taste . <eos>,aliteracy is being able to read but choosing not to . <eos>
"brunstad has several fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery store . <eos>","a large scale , includes a large , white , and puffy shirt . it is a success of the food . <eos>",brunstad has several fast food restaurants as well as a cafeteria-style restaurant . they also have a coffee bar and a grocery store . <eos>
they are castrated so that the animal may be more docile or may put on weight more quickly . <eos>,they are an iron or good or good on other surface . <eos>,the animals are castrated so they become more calm and put on weight . <eos>
"development stable releases are rare , but there are often subversion snapshots which are stable enough to use . <eos>",there are some species species that are available to plants that are available . there are available to them . <eos>,development stable output are rare but there are s lot of subversion snapshots that are good enough to use . <eos>
"these works he produced and published himself , whilst his much larger woodcuts were mostly commissioned work . <eos>",these story he also said he was more adult communities . he took his more than how other officers . <eos>,some works he made himself . his larger woodcuts were commissioned . <eos>
the amazon basin is the part of south america drained by the amazon river and its tributaries . <eos>,the river is part of the ancient river . it is located by the swiss river and its other head . <eos>,the amazon basin is at the end of the amazon river . <eos>
"finally in 1482 the order dispatched him to florence , the ' city of his destiny ' . <eos>","in the order of the movie , the movie broke the movie to come in the movie of his honor . <eos>","finally in 1482 , they order to release him to florence , the 'city of his destiny ' . <eos>"
this was demonstrated in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>,this was in the same time by michael baz films and manchester prime in the 1960s . <eos>,this was shown in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>
the same tram had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>,"the video recorded heavy on may 30 , 2007 to 2007 at world poverty . <eos>",the same tram had derailed on 30 may 2006 at during previous trials . <eos>
vouvray-sur-huisne is a commune in the sarthe department in the region of pays-de-la-loire in northwestern france . <eos>,marant is a commune in the sarthe department in northwestern france . <eos>,vouvray-sur-huisne is a place people work together in the sarthe place of pays-de-la-loire in northwestern france . <eos>
moderate to severe damage extended up the atlantic coastline and as far inland as west virginia . <eos>,the satellite between bern and god became more organized . <eos>,"places along the atlantic coast had moderate to severe damage . there was inland damage as far away from the coast as west virginia , too . <eos>"
since the end of the 19th century eschelbronn is well known for its furniture manufacturing industry . <eos>,"since the 19th century , the location of the roman party is known for its main states . <eos>",eschelbronn has been known for furniture manufacturing since the end of the 19th century . <eos>
"shortly after attaining category 4 status , the outer convection of the hurricane became ragged . <eos>",the hurricane hurricane bill became the hurricane hurricane of hurricane floyd in the 1980 's . <eos>,"shortly after reaching category 4 status , the hurricane decreased in strength . <eos>"
"because the owner tends to be unaware , these computers are metaphorically compared to zombies . <eos>",the product is not very very true for this data to be directly . <eos>,usually the owner does n't know about this . their computer is compared to a zombie . <eos>
the incident has been the subject of numerous reports as to ethics in scholarship . <eos>,the town has been the provisional to the growth of the united states of america . <eos>,the incident has raised concerns about ethics in scholarships . <eos>
the upper half also resembles the coat of arms of the former district oberbarnim . <eos>,the main coat of the district is a class of the district of arms in the district of arms . <eos>,the upper half also looks like the coat of arms of the earlier district oberbarnim . <eos>
"he left a detachment of 11,000 troops to garrison the newly conquered region . <eos>","he left a member of the original theory of the same rule . he was a team of the original army , who were made to the university . <eos>","he left 11,000 troops there to defend the region . <eos>"
"hinterrhein is an administrative district in the canton of graubunden , switzerland . <eos>","plessur is an administrative district in graubunden , switzerland . <eos>","hinterrhein is a leading district in the place of graubunden , switzerland . <eos>"
"their eyes are quite small , and their visual acuity is poor . <eos>",their gas station are not needed . <eos>,"their eyes are small , and their visual acuity is poor . <eos>"
the equilibrium price for a certain type of labor is the wage . <eos>,the government government for a small type of flat is called the flat . <eos>,the price for a certain type of labor is the wage . <eos>
the characters are foul-mouthed extensions of their earlier characters pete and dud . <eos>,the islands are popular and are considered other types of amateur sports . <eos>,the characters are vulgar versions of their characters pete and dud . <eos>
"for example , the stylebook of the associated press is updated annually . <eos>","the association of the executive is president , is the third of the executive class of parliament is very very very president . <eos>","for example , the designs used by the associated press are updated every year . <eos>"
it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first moon . <eos>,it was the first asteroid found by a spaceship . <eos>
they are rivaled as biological materials in toughness only by chitin . <eos>,they are also used in different by different people as a lot of people . <eos>,they are rivaled only by chitin in toughness . <eos>
"he settled in london , devoting himself chiefly to practical teaching . <eos>",he also changed in the united states . he wanted to be a trade . <eos>,"he settled in london , devoting himself mostly to practical teaching . <eos>"
it continues as the bohemian switzerland in the czech republic . <eos>,"it 's the main municipality station , the character used as the nation , as well as the nation , as well as the nation 's municipality was called the department . <eos>",it goes on as the bohemian switzerland in the czech republic . <eos>
volterra is a town in the tuscany region of italy . <eos>,a town is in the region of italy . <eos>,volterra is an italian town in the tuscany region . <eos>
mifepristone is a synthetic steroid compound used as a pharmaceutical . <eos>,a borough is a large or element of land . <eos>,mifepristone is a synthetic steroid compound used as medicine . <eos>
he was diagnosed with inoperable abdominal cancer in april 1999 . <eos>,he was a few instructor in westminster . <eos>,he found out he had stomach cancer in april 1999 . <eos>
bruises often induce pain but are not normally dangerous . <eos>,these are not not interrupt . <eos>,bruises are painful but not bad for you . <eos>
their participation is limited until they reach legal adulthood . <eos>,their lot is not until until they do n't have been until until them until until them . <eos>,they can not fully participate until the are a legal adult . <eos>
"as of 2000 , the population was 89,148 . <eos>",the event was chosen as of the state of commerce . <eos>,"as of 2000 , the population was 89,148 . <eos>"
