Original,Prediction,Simplified sentences
"the other incorporated cities on the palos verdes peninsula include rancho palos verdes , rolling hills estates and rolling hills . <eos>","the most of the island , the administrators islands and insomnia cassius . <eos>","the other cities on the peninsula are rancho palos verdes , rolling hills estates and rolling hills . <eos>"
"this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast quantities were printed . <eos>",the first was the first of the holy and swampy 's lowest and swampy . <eos>,this remained the standard letter stamp for the rest of victoria 's reign . vast quantities were printed . <eos>
"this was the area east of the mouth of the vistula river , later sometimes called `` prussia proper '' . <eos>",the first of the first of the first of the first of the book of the book of the book of the book . <eos>,"the area was east of the beginning of the vistula river . later on , some people called it `` prussia proper . '' <eos>"
weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behaviour . <eos>,this was used to be a binary in the mosque and more days . <eos>,weelkes got in trouble with the chichester cathedral authorities because he drank a lot and behaved poorly . <eos>
alessandro ( `` sandro '' ) mazzola ( born 8 november 1942 ) is an italian former football player . <eos>,lothar is a german football football . <eos>,alessandro ( `` sandro '' ) mazzola ( born 8 november 1942 ) is an italian former footballer . <eos>
"formal minor planet designations are number-name combinations overseen by the minor planet center , a branch of the iau . <eos>",the lorry of the united delegation is a leader of the western united states . it is a leader of the western united of the united . <eos>,the minor planet center gives number name combinations to minor planets . <eos>
"on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>",the first was the first of the first was cut in the united states . <eos>,"on june 16 , 2009 the official release date of the resistance was announced . it was announced on the band 's website . <eos>"
"his next work , saturday , follows an especially eventful day in the life of a successful neurosurgeon . <eos>","a autobiography , a town , he is a town in the town . <eos>",next saturday is a presentation of a successful neurosurgeon . <eos>
"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>",it is the capital of the giza . it is the first of the razor of the razor . <eos>,it is located at the coast of the baltic sea and encloses the city of stralsund . <eos>
"at the voyager 2 images ophelia appears as an elongated object , the major axis pointing towards uranus . <eos>","in the bunker , the gould was created the bunker , ueckermunde , and the bunker . <eos>",ophelia looks like a long item from voyager 2 images with the large part pointing toward uranus . <eos>
"like previous assessment reports , it consists of four reports , three of them from its working groups . <eos>","he was a modest of a modest , which was a few of a own . <eos>",it consists of four reports . three of them are from its working groups . <eos>
the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>,the national is a capital to a united . <eos>,the dark spot on ne ; tune may be a hole in the methane clouds . <eos>
it was originally thought that the debris thrown up by the collision filled in the smaller craters . <eos>,it was the start of the eastern at the eastern . it was the largest by the eastern . <eos>,the smaller craters were originally thought to be filled by collision debris . <eos>
"graham attended wheaton college from 1939 to 1943 , when he graduated with a ba in anthropology . <eos>",mobile browsers are used to be a great in a great . <eos>,graham graduated with a ba in anthropology from wheaton college . <eos>
"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>",prometheus was a first in the fair of the united states . <eos>,"in 1989 , despina was discovered from the images that were taken by the voyager 2 probe . <eos>"
"by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>",they are a relish and nix to be a hospital and download . <eos>,on september 30 the wind increased . <eos>
fives is a british sport believed to derive from the same origins as many racquet sports . <eos>,eunomia is a best to be the same to the same . <eos>,fives is a british sport . <eos>
both names became defunct in 2007 when they were merged into the national museum of scotland . <eos>,they was been been in the nearest of uppsala . <eos>,both names became unused when they joined the national museum of scotland . <eos>
she remained in the united states until 1927 when she and her husband returned to france . <eos>,she was the persian of the united of 1862 and sciences . <eos>,she remained in the united states until returning to france with her husband in 1927 . <eos>
the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>,the storm of endymion egypt salaam on the golden mayor . <eos>,"the first grand prix championship took place on september 4 , 1921 at brescia . <eos>"
"many species had vanished by the end of the nineteenth century , with european settlement . <eos>","the most of the most of the most of the area , the son , is the american of the area . <eos>",many species had vanished with european settlement . <eos>
"gomaespuma was a spanish radio show , hosted by juan luis cano and guillermo fesser . <eos>","this was a large , and a few and a few . <eos>",gomaespuma was a spanish radio show . it was hosted by juan luis cano and guillermo fesser . <eos>
he was also named 1982 `` sportsman of the year '' by sports illustrated . <eos>,he was a `` `` english of the beatles . <eos>,he was sports illustrated 's `` sportsman of the year '' in 1982 . <eos>
working group i : assesses scientific aspects of the climate system and climate change . <eos>,it was not on the north of the north family . <eos>,working group i : looks at the aspects of climate change and the climate <eos>
"mariel of redwall is a fantasy novel by brian jacques , published in 1991 . <eos>",redwall is a book of a libyan . it is a libyan in benghazi . <eos>,mariel of redwall is a novel written by brian jacques . it was published in 1991 . <eos>
in 1987 wexler was inducted into the rock and roll hall of fame . <eos>,"in 2005 , he was been the band of the waffen-ss and the same of the same . <eos>",in 1987 wexler was recognized into the rock and roll hall of fame . <eos>
"orton and his wife welcomed alanna marie orton on july 12 , 2008 . <eos>","this is a faculty of 1949 , 2007 . <eos>","orton and his wife welcomed alanna marie orton july 12 , 2008 . <eos>"
they are culturally akin to the coastal peoples of papua new guinea . <eos>,they are the han of the han of the han of arms . <eos>,they are culturally similar to the coastal peoples of papua new guinea . <eos>
the british decided to eliminate him and take the land by force . <eos>,the most of the most of the most of the most and tecklenburg the most of the united . <eos>,the british decided to take him out and land by force . <eos>
"there he died six weeks later , on 13 january 888 . <eos>",he was a stock wrestling on november . <eos>,he died there six weeks later on 13 january 888 . <eos>
"in its pure form , dextromethorphan occurs as a white powder . <eos>","in december , he was a review . <eos>",dextromethorphan appears as a white powder in its natural form . <eos>
"today nrc is organised as an independent , private foundation . <eos>",packagekit is an american for astronomy . <eos>,"nrc is run as an independent , private foundation . <eos>"
it is not actually a true louse . <eos>,it is a composition of carbonates . <eos>,it is not a louse . <eos>
admission to tsinghua is extremely competitive . <eos>,thalassa is used to be astronomy . <eos>,it is very hard to be admitted to tsinghua . <eos>
"in 1438 trevi passed under the temporal rule of the church as part of the legation of perugia , and thenceforth its history merges first with that of the states of the church , then ( 1860 ) with the united kingdom of italy . <eos>","in the battle , the first of the first of the first of the first of the holy , the lorry of the cybermen , the first of the first of the country , the first of the establishment of the country<eos>","in 1438 , trevi was temporarily ruled by the church as part of perugia . from that time , its history merges with the states of the church until 1860 , then becoming part of the united kingdom of italy . <eos>"
"none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>","the first of the first of the hcard , the first of the hcard , and a number for an free good for a same for a same to be a new business . <eos>",none of the people connected with wikipedia in any way can be responsible for how you use the information you learn here . <eos>
"if there are no strong land use controls , buildings are built along a bypass , converting it into an ordinary town road , and the bypass may eventually become as congested as the local streets it was intended to avoid . <eos>","they are used to be a farm to be a new room , which would be a new private encyclopedia . <eos>",buildings are built along a road that goes over other roads if not controlled and may become busy anyway . <eos>
"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>","the first of the first of the first of the first of the first of the golden of the golden of the golden of the golden of islam , which was an first in a golden in a florentine-imperial . <eos>","historically , the sensations of itch and pain have not been considered to be independent of each other until recently . it was found that itch has several features in common with pain , but exhibits notable differences . <eos>"
"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>",the sanctuary is a home of the mandaeans of the area of the project . it is also used to the east of the middle and ticino to the east of the middle of the middle of the middle of the total<eos>,"the tongue is sticky because of the presence of glycoprotein-rich mucous . this lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>"
"convinced that the grounds were haunted , they decided to publish their findings in a book an adventure ( 1911 ) , under the pseudonyms of elizabeth morison and frances lamont . <eos>","the term of the term was the first of the constitution , which is a member of the headbangers organization of the headbangers of the cross of the cross . <eos>","convinced that the grounds were haunted , they decided to publish their findings in the book `` an adventure '' . it was published in 1911 under the pseudonyms of elizabeth morison and frances lamont . <eos>"
"the current lineup of the band comprises flynn ( vocals , guitar ) , duce ( bass ) , phil demmel ( guitar ) , and dave mcclain ( drums ) . <eos>","the example of the island of the island , the iso is the french of the island . <eos>","the current lineup of the band is flynn ( vocals , guitar ) , duce ( bass ) , phil demmel ( guitar ) , and dave mcclain ( drums ) . <eos>"
"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>","they can be be a faith and an other of an professional , and an other of an professional , and an other of an professional , and an higher of the boys . <eos>",research has shown that children are less likely to report a crime if it involves someone that he or she knows . <eos>
"in return , rollo swore fealty to charles , converted to christianity , and undertook to defend the northern region of france against the incursions of other viking groups . <eos>","in the battle , he tells to the end of the pope of the pope of the pope of the pope . <eos>","in return , rollo swore fealty to charles , converted to christianity , and began defending the northern region of france against the incursions of other viking groups . <eos>"
"the depression moved inland on the 20th as a circulation devoid of convection , and dissipated the next day over brazil , where it caused heavy rains and flooding . <eos>",the east of the east of the east was a first of the golden of the united and article it is a east of the total . <eos>,"the tropical depression moved inland on the 20th barely formed . it dissolved the next day over brazil , causing heavy rains and flooding . <eos>"
advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation . <eos>,mobile was a storm to be a storm of the cypherpunks of fame . it was a storm to be difficult to be difficult to be difficult . <eos>,advocacy countries with a minority of muslims are more likely than countries with a majority of muslims to use mosques to promote civic participation . <eos>
"the apostolic tradition , attributed to the theologian hippolytus , attests the singing of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>","the inga was a large to the hospital of the leaf , and the inga of the leaf , which was a storm in the allies . <eos>",": the apostolic tradition , attributed to the theologian hippolytus , cites of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>"
"seventh sons have strong `` knacks '' ( specific magical abilities ) , and seventh sons of seventh sons are both extraordinarily rare and powerful . <eos>",some are made on a spanish of sacred and classical ( classical ) and other similar of classical and other gaseous . <eos>,"seventh sons have magical abilities , and seventh sons of seven sons are even more powerful . <eos>"
"benchmarking conducted by passmark software highlights the 2009 version 's 52 second install time , 32 second scan time , and 7 mb memory utilization . <eos>",werner is the garden of the garden and phenotype 's garden and 167 . <eos>,"benchmarking done by passmark software highlights the 2009 version 's 52 second install time , 32 second scan time , and 7 mb memory utilization . <eos>"
"volunteers provided food , blankets , water , children 's toys , massages , and a live rock band performance for those at the stadium . <eos>","hahn , shamim , shamim , shamim , and oliver , shamim , and mechanical , 2002. , and other ecw . <eos>","volunteers provided food , blankets , water , toys , massages , and a rock performance for those at the stadium . <eos>"
"in 1990 , mark messier took the hart over ray bourque by a margin of two votes , the difference being a single first-place vote . <eos>","in the cape , the raja of the raja , he is a member of the landtag , a icrc of the netherlands , a french . <eos>","in 1990 , mark messier won the hart trophy over ray bourque by one first-place vote . <eos>"
the historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history . <eos>,the most of the east of the east and most of the east and ticino and ticino and ticino . <eos>,the historical method is the way in which historians use primary sources and other evidence to research and record history . <eos>
it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>,it was used to be to the british to subtropical to the british pacific to the british pacific . <eos>,it will move itself and sink back to the river bed so that it can digest its food and wait for its next meal . <eos>
"johan was also the original bassist of the swedish power metal band hammerfall , but quit before the band ever released a studio album . <eos>",he was the first of the norwegian forces in the united states . <eos>,johan was the original bassist of hammerfall . he quit before the band released an album . <eos>
the two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>,the two was also used for the rams and wolf . they are been the rams and wolf . <eos>,the two former presidents were charged with mutiny and treason . <eos>
"this leads to consumer confusion when 220 ( 1,048,576 ) bytes is referenced as 1 mb ( megabyte ) instead of 1 mib . <eos>",this fact are not to be protected and peace ( primar ) ( consiliu ) ( consiliu ) ( consiliu ) ( consiliu ) . <eos>,people get confused when the term mb is used instead of mib . <eos>
"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>","they are also have a new large of the new new wikipedia and vyvyan , and the new new other time . <eos>",there are statues of sir alf ramsey and sir bobby robson . <eos>
"george frideric handel also served as kapellmeister for george , elector of hanover ( who eventually became george i of great britain ) . <eos>","streets , he was a pound of fame of a nervous , which was a pound of a photoheterotroph . <eos>","george frideric handel also served as kapellmeister for george , elector of hanover . <eos>"
"today , landis ' father has become a hearty supporter of his son and regards himself as one of floyd 's biggest fans . <eos>",a solution is a large of a pound and a pound of a series . <eos>,"today , floyd 's father has become a strong supporter of his son . <eos>"
the new york city housing authority police department was a law enforcement agency in new york city that existed from 1952 to 1995 . <eos>,"the term has been been been a low-powered , which was a own in germany . <eos>",the new york city housing authority police department existed from 1952 to 1995 . <eos>
the sheer weight of the continental icecap sitting on top of lake vostok is believed to contribute to the high oxygen concentration . <eos>,the coat of the mandaeans of the mandaeans of the mandaeans of the film-making of the film-making of gibraltar . <eos>,high oxygen concentration is caused from the weight of the icecap on lake vostok . <eos>
the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game . <eos>,the coat of the coat is a town of the main book of the main of the main of the main 1980s . <eos>,speed chess gives each player 12 minutes for the game . <eos>
"the wave traveled across the atlantic , and organized into a tropical depression off the northern coast of haiti on september 13 . <eos>","the first river the first of the east , the first of the upper , flaky , and the first border . <eos>","the wave traveled across the atlantic . on september 13 , it became a tropical depression near haiti 's northern coast . <eos>"
"it is also a starting point for people wanting to explore cooktown , cape york peninsula , and the atherton tableland . <eos>","it is a genre of universal , and a american of universal to be a trade . <eos>","it is the start for people looking at cooktown , cape york peninsula , and the atherton tableland . <eos>"
"prior to the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>",the decavalcante of the east of the east of the dimeo and the east of the council nations and the council of the council empire . <eos>,campgrounds around the outer banks were closed for the storm . <eos>
"disney received a full-size oscar statuette and seven miniature ones , presented to him by 10-year-old child actress shirley temple . <eos>",it is a craft of andhra and other other online to a other encyclopedia . <eos>,disney got a full-size oscar statue and seven little ones given to him by 10 year old actress shirley temple . <eos>
aliteracy ( sometimes spelled alliteracy ) is the state of being able to read but being uninterested in doing so . <eos>,spurgeon is the furby of the collection of the flat of the flat . <eos>,aliteracy is being able to read but choosing not to . <eos>
"brunstad has several fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery store . <eos>","locals , a dogfight , a oratorio , a large , and soloists , and a bahamian-american . <eos>",brunstad has several fast food restaurants as well as a cafeteria-style restaurant . they also have a coffee bar and a grocery store . <eos>
they are castrated so that the animal may be more docile or may put on weight more quickly . <eos>,they are the tropical storm that eunomia have be be the same with the same storm . <eos>,the animals are castrated so they become more calm and put on weight . <eos>
"tickets can be retailed for national rail services , the docklands light railway and on oyster card . <eos>",oliver was a canadian of the uk and now 31 . <eos>,"tickets can be purchased for national rail services , the docklands light railway or an oyster card . <eos>"
"these works he produced and published himself , whilst his much larger woodcuts were mostly commissioned work . <eos>",he was be be a lot and not a minimal . <eos>,some works he made himself . his larger woodcuts were commissioned . <eos>
the amazon basin is the part of south america drained by the amazon river and its tributaries . <eos>,the book is the softer of the united . <eos>,the amazon basin is at the end of the amazon river . <eos>
the same tram had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>,the main main moon on the past of naran . <eos>,the same tram had derailed on 30 may 2006 at during previous trials . <eos>
vouvray-sur-huisne is a commune in the sarthe department in the region of pays-de-la-loire in northwestern france . <eos>,horgen is a commune in the sarthe region of pays-de-la-loire . <eos>,vouvray-sur-huisne is a place people work together in the sarthe place of pays-de-la-loire in northwestern france . <eos>
moderate to severe damage extended up the atlantic coastline and as far inland as west virginia . <eos>,"some storm to the storm , the storm have have have have have have have have have have have to be activists . <eos>","places along the atlantic coast had moderate to severe damage . there was inland damage as far away from the coast as west virginia , too . <eos>"
"shortly after attaining category 4 status , the outer convection of the hurricane became ragged . <eos>","after the queen , the nhc of the nearest 's great and saturn . <eos>","shortly after reaching category 4 status , the hurricane decreased in strength . <eos>"
"because the owner tends to be unaware , these computers are metaphorically compared to zombies . <eos>",the storm to the storm to the storm to the lahore and houston . <eos>,usually the owner does n't know about this . their computer is compared to a zombie . <eos>
the incident has been the subject of numerous reports as to ethics in scholarship . <eos>,the hainich was been the first of the national of the late 12th . <eos>,the incident has raised concerns about ethics in scholarships . <eos>
"he left a detachment of 11,000 troops to garrison the newly conquered region . <eos>",he was a first to be a son of professor networking . <eos>,"he left 11,000 troops there to defend the region . <eos>"
"in 1998 , culver ran for iowa secretary of state and was victorious . <eos>","in 1838 , he was an epithet of paris . <eos>",culver became iowa 's secretary of state in 1998 . <eos>
it is derived from voice of america ( voa ) special english . <eos>,it is a composition of english . <eos>,it is derived from voice of america special english . <eos>
"hinterrhein is an administrative district in the canton of graubunden , switzerland . <eos>","horgen is a town in graubunden , switzerland . <eos>","hinterrhein is a leading district in the place of graubunden , switzerland . <eos>"
"their eyes are quite small , and their visual acuity is poor . <eos>",many are also also and small are also and small . <eos>,"their eyes are small , and their visual acuity is poor . <eos>"
the equilibrium price for a certain type of labor is the wage . <eos>,the town of the town of the town of the united . <eos>,the price for a certain type of labor is the wage . <eos>
the characters are foul-mouthed extensions of their earlier characters pete and dud . <eos>,the most of the same gloves and determination . <eos>,the characters are vulgar versions of their characters pete and dud . <eos>
"for example , the stylebook of the associated press is updated annually . <eos>",the first of the most of the most of the lords of the diocese is the son of the diocese . <eos>,"for example , the designs used by the associated press are updated every year . <eos>"
he is also a member of another jungiery boyband 183 club . <eos>,he is a root of his geological . <eos>,"he 's also a member of another jungiery boyband , 183 club . <eos>"
it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first of the first of astronomers . <eos>,it was the first asteroid found by a spaceship . <eos>
they are rivaled as biological materials in toughness only by chitin . <eos>,they are been been butterflies in butterflies . <eos>,they are rivaled only by chitin in toughness . <eos>
"he settled in london , devoting himself chiefly to practical teaching . <eos>","he was in kilcummin , he was done to be a great . <eos>","he settled in london , devoting himself mostly to practical teaching . <eos>"
it continues as the bohemian switzerland in the czech republic . <eos>,it was the first american in the united states . <eos>,it goes on as the bohemian switzerland in the czech republic . <eos>
volterra is a town in the tuscany region of italy . <eos>,horgen is a commune in the belgian . <eos>,volterra is an italian town in the tuscany region . <eos>
mifepristone is a synthetic steroid compound used as a pharmaceutical . <eos>,plessur is a libyan football . <eos>,mifepristone is a synthetic steroid compound used as medicine . <eos>
he was diagnosed with inoperable abdominal cancer in april 1999 . <eos>,he was buried with gustave . <eos>,he found out he had stomach cancer in april 1999 . <eos>
bruises often induce pain but are not normally dangerous . <eos>,usucha can be be be be be from the same . <eos>,bruises are painful but not bad for you . <eos>
oregano is an indispensable ingredient in greek cuisine . <eos>,nocturnes is an libyan football in benghazi . <eos>,oregano is a necessary ingredient in greek cuisine . <eos>
"as of 2000 , the population was 89,148 . <eos>",he was on the north revolution . <eos>,"as of 2000 , the population was 89,148 . <eos>"
take the square root of the variance . <eos>,the first of the first of the lords of the lords . <eos>,take the variance 's square root . <eos>
the female equivalent is a daughter . <eos>,the kli is a name . <eos>,"if the child is a female , it is a daughter . <eos>"
"the largest populations of mennonites are in canada , democratic republic of congo and the united states , but mennonites can also be found in tight-knit communities in at least 51 countries on six continents or scattered amongst the populace of those countries . <eos>","the coat of the united of the united of the united of the united states , which was been to the united of the united states . <eos>","most mennonites live in canada , the democratic republic of congo , and the united states , but they can also be found in 51 other countries . <eos>"
