Original,Prediction,Simplified sentences
"however , the bzo differs a bit in comparison to the freedom party , as is in favor of a referendum about the lisbon treaty but against an eu-withdrawal . <eos>","however , the roman catholic party is a former italian party in comparison to the freedom of a referendum about the lisbon treaty . <eos>","however , the bzo is different from a bit in comparison to the freedom party , as is in kind act of a referendum about the lisbon treaty but against a eu-withdrawal <eos>"
"in return , rollo swore fealty to charles , converted to christianity , and undertook to defend the northern region of france against the incursions of other viking groups . <eos>","in return , the islamic union of france was the ruler of the punjab of the united states groups . <eos>","rollo swore fealty to charles , changed to christianity , and undertook to standby the northern region of france against the incursions of other viking groups . <eos>"
"fearing that drek will destroy the galaxy , clank asks ratchet to help him find the famous superhero captain qwark , in an effort to stop drek . <eos>","she will destroy the galaxy , and his wife that she will destroy the galaxy . <eos>",clank asks ratchet to help him find the famous superhero captain qwark because he is afraid that drek will try to destroy the galaxy and wants to stop him . <eos>
"giardia lamblia -lrb- synonymous with lamblia intestinalis and giardia duodenalis -rrb- is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>","the movie is also a very popular century that is used in the small intestine , causing the world . <eos>","giardia lamblia is a flagellated protozoan parasite that colonises and reproduces in the small intestine , causing giardiasis . <eos>"
"the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>","the story of the song of the song is based on the biblical accounts of matthew , namely - and the gospel of luke , specifically - a little moon . <eos>","the story of christmas is based on the biblical accounts given in the gospel of matthew , namely - and the gospel of luke , specifically - . <eos>"
"on october 14 , 1960 , presidential candidate john f. kennedy proposed the concept of what became the peace corps on the steps of michigan union . <eos>","on october 14 , 1960 , presidential candidate john f. kennedy , f. kennedy john f. kennedy the declaration of michigan union . <eos>","john f. kennedy , a presidential candidate , proposed the idea for what became the peace corps on the steps of michigan union on october 14 , 1960 . <eos>"
"the apostolic tradition , attributed to the theologian hippolytus , attests the singing of hallel psalms with alleluia as the refrain in early christian agape feasts . <eos>","the apostolic tradition , attributed to the average , and the theologian , attributed to the average of the theologian , in early christian , the singing of the bible in early christian society , and the future of the franks in early christian christian feasts . <eos>","the apostolic tradition , connected to the scientist hippolytus who is an expert in theology , starts the singing of hallel psalms with alleluia as the repeated line in early christian lovable and wonderful festivals . <eos>"
"as a result , although many mosques will not enforce violations , both men and women when attending a mosque must adhere to these guidelines . <eos>","as a result , although many mosques will not be used in , both men and women when attending a mosque must be seen to the microorganisms . <eos>","although many mosques will not enforce rules , both men and women when there must follow these rules <eos>"
"it was discovered by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>",it was found by stephen p. synnott in images from the voyager 1 space probe . <eos>,"it was found by stephen p. synnott in images from the voyager 1 space probe taken on march 5 , 1979 while orbiting around jupiter . <eos>"
"seventh sons have strong "" knacks "" -lrb- specific magical abilities -rrb- , and seventh sons of seventh sons are both extraordinarily rare and powerful . <eos>","seventh sons have strong "" dad "" , -lrb- specific magical abilities -rrb- , and seventh sons of seventh sons are both extraordinarily rare and powerful . <eos>","seventh sons have strong "" knacks "" -lrb- specific magical abilities -rrb- , and he is extraordinarily rare and powerful . <eos>"
after graduation he returned to yerevan to teach at the local conservatory and later he was appointed artistic director of the armenian philarmonic orchestra . <eos>,after graduation he returned to teach at the local conservatory and later he was appointed artistic director of the armenian orchestra orchestra . <eos>,fter graduation he came back to yerevan to teach at the local conservatory and then he was appointed artistic director of the armenian philarmonic orchestra . <eos>
"she performed for president reagan in 1988 's great performances at the white house series , which aired on the public broadcasting service . <eos>",she was also for president in 1988 's great performances at the white house . <eos>,"she did a show for president reagan in 1988 's great performances at the white house series , which was shown on television on the public broadcasting service . <eos>"
each entry has a datum -lrb- a nugget of data -rrb- which is a copy of the datum in some backing store . <eos>,each entry has a magnitude of data . <eos>,each entry has a datum -lrb- a nugget of data -rrb- which is a copy of the datum in some backing store . <eos>
the international fight league was an american mixed martial arts -lrb- mma -rrb- promotion billed as the world 's first mma league . <eos>,the international hockey league was an american mixed martial arts arts . <eos>,"the world 's first mma league was the international fight league , and american mixed martial arts . <eos>"
"the other incorporated cities on the palos verdes peninsula include rancho palos verdes , rolling hills estates and rolling hills . <eos>","the other places cities on the palos verdes peninsula , palos palos verdes , rolling hills , rolling hills , rolling hills , and rolling hills . <eos>","rancho palos verdes , rolling hills estates and rolling hills are three cities on the palos verdes peninsula . <eos>"
"this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast quantities were printed . <eos>","this stamp remained the standard letter stamp for the remainder of victoria 's reign , and vast were were printed . <eos>","this stamp stayed the standard letter stamp for the rest of victoria 's reign , and many were printed . <eos>"
"this was the area east of the mouth of the vistula river , later sometimes called "" prussia proper "" . <eos>",this was the area of the thames of the thames of the thames of the thames of the thames of the thames of the thames . <eos>,"this area , which later was sometimes called "" prussia proper "" , was east of the place where the vistula river begins . <eos>"
weelkes was later to find himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behaviour . <eos>,the chichester cathedral for his heavy drinking authorities for his heavy drinking and exported behaviour . <eos>,weelkes later found himself in trouble with the chichester cathedral authorities for his heavy drinking and immoderate behavior . <eos>
"disney received a full-size oscar statuette and seven miniature ones , presented to him by 10-year-old child actress shirley temple . <eos>","disney received a full-size oscar and seven driver ones , presented to him by buffy child actress . <eos>","disney got a full-size oscar statuette and seven miniature ones , given to him by 10-year-old child actress shirley temple . <eos>"
"alessandro -lrb- "" sandro "" -rrb- mazzola -lrb- born 8 november 1942 -rrb- is an italian former football player . <eos>",alessandro balkanska -lrb- born 8 november 1942 -rrb- is a former italian football player . <eos>,alessandro mazzola is an italian former football player . <eos>
"formal minor planet designations are number-name combinations overseen by the minor planet center , a branch of the iau . <eos>","the minor minor planet are number-name of the minor planet center , a branch of the iau . <eos>",formal minor planet designations are number-name combinations overseen by the minor planet center . <eos>
"on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>","on 16 june 2009 , the official release date of the resistance was announced on the band 's website . <eos>",on june 16 2009 the official release date of the resistance was announced on the band 's website . <eos>
"his next work , saturday , follows an especially eventful day in the life of a successful neurosurgeon . <eos>","his next work , saturday an officer of the successful century . <eos>",his next work at saturday will be a successful neurosurgeon . <eos>
"it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>","it is situated at the coast of the baltic sea , where it flows on the city of stralsund . <eos>","it is situated at the coast of the baltic sea , where it encloses the city of stralsund . <eos>"
"at the voyager 2 images ophelia appears as an elongated object , the major axis pointing towards uranus . <eos>","at the voyager 2 images , the major axis pointing towards uranus . <eos>",at the voyager 2 pictures ophelia appears as a stretched object . a stretched object was the major axis . it pointing towards uranus . <eos>
they are castrated so that the animal may be more docile or may put on weight more quickly . <eos>,they are important so that the animal may be more more more more more more more more more more more more more more more more more more more more more more more more more more than the animal may be more more more more more more more more more more more more more more more more<eos>,they are castrated so that the animal is docile or may put on weight quickly . <eos>
the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>,the great dark spot is thought to represent a hole in the way of neptune . <eos>,the great dark spot is thought to represent a hole in the methane cloud deck of neptune . <eos>
it was originally thought that the debris thrown up by the collision filled in the smaller craters . <eos>,it was originally thought that the debris was originally thought that the debris was originally thought by the collision filled in the smaller craters . <eos>,it was thought that the debris thrown up by the collision filled the smaller craters . <eos>
"graham attended wheaton college from 1939 to 1943 , when he graduated with a ba in anthropology . <eos>",graham attended the storm of graham attended the college of england to 1943 . <eos>,graham attended wheaton college from 1939 to 1943 and graduated with a ba in anthropology . <eos>
"despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>","in late july , 1989 from the images taken by the voyager 2 probe . <eos>","despina was discovered in late july , 1989 from the images taken by the voyager 2 probe . <eos>"
"by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>","by early 30 , wind shear began to go to the year . <eos>","by early on september 30 , wind shear began to dramatically increase and a weakening trend began . <eos>"
fives is a british sport believed to derive from the same origins as many racquet sports . <eos>,references <eos>,"fives , a british sport , came from the same games as many racquet sports . <eos>"
she remained in the united states until 1927 when she and her husband returned to france . <eos>,she remained in the united states until 1927 when she was the husband of france . <eos>,she stayed in the united states until 1927 then she and her husband went to france . <eos>
the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>,the first italian grand prix racing racing racing championship took place place on 4 september 1921 at the top of the time . <eos>,the first italian grand prix motor racing championship took place on 4 september 1921 at brescia . <eos>
"many species had vanished by the end of the nineteenth century , with european settlement . <eos>","many species had been estimated by the end of the nineteenth century , with european settlement . <eos>","many species had disappeared by the end of the nineteenth century , with european settlement . <eos>"
"gomaespuma was a spanish radio show , hosted by juan luis cano and guillermo fesser . <eos>","he was a spanish radio show , hosted by the cellist of the show . <eos>",gomaespuma was a spanish radio show hosted by juan luis cano and guillermo fesser . <eos>
"he was also named 1982 "" sportsman of the year "" by sports illustrated . <eos>","he was also named after 1982 , he was named after 1982 . <eos>","sports illustrated named him "" sportsman of the year "" in 1982 . <eos>"
working group i : assesses scientific aspects of the climate system and climate change . <eos>,working group i have been used in the climate system and climate change . <eos>,working group i : makes note of climate system and climate change <eos>
"mariel of redwall is a fantasy novel by brian jacques , published in 1991 . <eos>","the first way of redwall is a fantasy novel by brian jacques published , published in 1991 . <eos>","mariel of redwall is a fiction novel in the category of fantasy by author brian jacques , published in 1991 . <eos>"
the incident has been the subject of numerous reports as to ethics in scholarship . <eos>,the incident has been the subject of numerous reports as to take in scholarship . <eos>,the incident has been the subject of numerous reports regarding scholarship ethics . <eos>
in 1987 wexler was inducted into the rock and roll hall of fame . <eos>,in 1987 he was inducted into the rock and roll hall of fame . <eos>,in 1987 wexler was inducted into the rock and roll hall of fame . <eos>
"orton and his wife welcomed alanna marie orton on july 12 , 2008 . <eos>",orton and his wife was marie orton 's first season . <eos>,"orton and his wife greeted alanna marie orton on july 12 , 2008 . <eos>"
they are culturally akin to the coastal peoples of papua new guinea . <eos>,they are important to the coastal peoples of papua new guinea . <eos>,their culture is similar to the culture of the coastal peoples of papua new guinea . <eos>
the british decided to eliminate him and take the land by force . <eos>,the british decided to eliminate him and take the land by force . <eos>,the british decided to put an end to him and take the land by force . <eos>
it is derived from voice of america -lrb- voa -rrb- special english . <eos>,it is from the voice of america -lrb- voa -rrb- . <eos>,it comes from voice of america -lrb- voa -rrb- special english . <eos>
"hinterrhein is an administrative district in the canton of graubunden , switzerland . <eos>","hinterrhein is a district of graubunden , switzerland . <eos>","hinterrhein is an governmental district in the canton of graubunden , switzerland . <eos>"
"there he died six weeks later , on 13 january 888 . <eos>",there he died six weeks later on 13 january 1961 . <eos>,he died six weeks later on january 13th 888 . <eos>
"in its pure form , dextromethorphan occurs as a white powder . <eos>","in its pure form , it is shown as a white powder . <eos>","in its pure form , dextromethorphan lives as a white powder . <eos>"
he is also a member of another jungiery boyband 183 club . <eos>,he is also a member of the nfl of the nfl . <eos>,"he is also a member of 183 club , which is another jungiery boyband . <eos>"
it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first asteroid to be discovered by a spacecraft . <eos>,it was the first asteroid discovered by a spacecraft . <eos>
"today nrc is organised as an independent , private foundation . <eos>","today , it is also known as an independent academy , private foundation . <eos>",today nrc is organised as an independent foundation . <eos>
it continues as the bohemian switzerland in the czech republic . <eos>,it continues as the most famous settlement in the czech republic . <eos>,it is still called as the bohemian switzerland in the czech republic . <eos>
it is not actually a true louse . <eos>,it is not actually a true person . <eos>,it 's not actually a true louse . <eos>
admission to tsinghua is extremely competitive . <eos>,admission to tsinghua is extremely competitive . <eos>,entrance to tsinghua is very very difficult . <eos>
"none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>","none of the authors , contributors , sponsors , or anyone else connected with wikipedia , in any way to be responsible for your use of the information . <eos>","none of the authors , contributors , sponsors , administrators , vandals , or anyone else connected with wikipedia , in any way whatsoever , can be responsible for your use of the information contained in or linked from these web pages . <eos>"
"historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>","historically , the temperature of itch and pain have not been considered to be independent of each other until it was found that itch has several features in common with pain , but because it was found that this has several features in common<eos>","historically , the sensations of itch and pain have not been considered to be independent of each other until recently , where it was found that itch has several features in common with pain , but exhibits notable differences . <eos>"
"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both lubricates movement in and out of the snout and helps to catch ants and termites , which adhere to it . <eos>",the tongue is the main religion because of the presence of the moon of the moon of the moon . <eos>,"the tongue is sticky because of the presence of glycoprotein-rich mucous , which both oils movement in and out of the beak and helps to catch ants and termites , which sticks to it . <eos>"
"the current lineup of the band comprises flynn -lrb- vocals , guitar -rrb- , duce -lrb- bass -rrb- , phil demmel -lrb- guitar -rrb- , and dave mcclain -lrb- drums -rrb- . <eos>","the current guitar of the band was shown , guitar , bass guitar , and dave -lrb- drums -rrb- . <eos>","the current lineup of the band comprises flynn -lrb- vocals , guitar -rrb- , duce -lrb- bass -rrb- , phil demmel -lrb- guitar -rrb- , and dave mcclain -lrb- drums -rrb- <eos>"
"in the soviet years , the bolsheviks demolished two of rostov 's principal landmarks - st alexander nevsky cathedral -lrb- 1908 -rrb- and st george cathedral in nakhichevan -lrb- 1783-1807 -rrb- . <eos>","in the soviet years , the bolsheviks of the bolsheviks in the soviet years , the bolsheviks of the bolsheviks 's principal landmarks - st alexander , cathedral , and st george cathedral in the city . <eos>","in the soviet years , the bolsheviks demolished two of rostov 's principal like st alexander nevsky cathedral -lrb- 1908 -rrb- and st george cathedral in nakhichevan -lrb- 1783-1807 -rrb- . <eos>"
"furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>","furthermore , research has shown children are less likely to report a crime if it involves someone that he can be or susanna , and instead or improved about . <eos>","furthermore , research has shown children are less likely to report a crime if it involves someone that he or she knows , trusts , and / or cares about . <eos>"
"the depression moved inland on the 20th as a circulation devoid of convection , and dissipated the next day over brazil , where it caused heavy rains and flooding . <eos>","the depression moved inland on the 20th as a circulation of convection , and dissipated the next day over it . <eos>",on 20th depression moved inland as convection less circulation and after weakening over brazil it caused heavy rains and flooding . <eos>
"cogeneration -lrb- also combined heat and power , chp -rrb- is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat . <eos>",it is the use of a heat engine or a power station to the state of hawaii . <eos>,cogeneration is a combination of heart and power to simultaneously generate both electricity and useful heat . <eos>
advocacy countries with a minority muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote civic participation . <eos>,the word ' countries with a minority muslim population of the greater middle east to use as a way to promote civic participation . <eos>,assisted countries with a little muslim population are more likely than muslim-majority countries of the greater middle east to use mosques as a way to promote public participation . <eos>
"unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>","unlike , however , which are composed of crystals , neptune 's clouds clouds are made of crystals , neptune 's expansion clouds are made of crystals , neptune 's clouds clouds are made of crystals , neptune 's clouds clouds are made of<eos>","unlike the clouds on earth , however , which are composed of crystals of ice , neptune 's cirrus clouds are made up of crystals of frozen methane . <eos>"
"volunteers provided food , blankets , water , children 's toys , massages , and a live rock band performance for those at the stadium . <eos>","the band provided food , the food , rock 's toys , rock , rock , and a live rock band performance for the stadium at the stadium . <eos>","volunteers provided food , blankets , water , children 's toys , massages and a live rock band performance for those at the stadium . <eos>"
"in 1990 , mark messier took the hart over ray bourque by a margin of two votes , the difference being a single first-place vote . <eos>","in 1990 , mark messier took the hart over ray napier . <eos>","in 1990 mark messier took hart over ray bourque by two votes , the difference being a first-place vote . <eos>"
a wikipedia gadget is a javascript and / or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>,a wikipedia is a javascript and a car is a javascript and a car or a car or a car . <eos>,a wikipedia gadget is a javascript and/or a css snippet that can be enabled simply by checking an option in your wikipedia preferences . <eos>
the historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history . <eos>,the historical method is the techniques of the techniques and guidelines by which they use sources and other evidence to research and then to write history . <eos>,"in writing history , there is a method called the historical method which uses primary sources and other evidence to research the historical events . <eos>"
it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>,it will then look itself and sink back to the river bed in order to digest to the river bed in order to the north-west bed in order to the north-west bed in order to the north-west bed in order to the north-west bed<eos>,it will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal . <eos>
"johan was also the original bassist of the swedish power metal band hammerfall , but quit before the band ever released a studio album . <eos>",johan was also the original guitar of the swedish power band hammerfall . <eos>,"johan was also the original bassist of the swedish power metal band , hammerfall , but quit before the band ever released a studio album . <eos>"
the two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>,the two former presidents were later taken charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>,"the two former presidents were later charged , each on their own , with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre . <eos>"
"on occasion the male "" den master "" will also allow a second male into the den ; the reason for this is unclear . <eos>","on occasion the male "" den "" will also allow a second male into the den . <eos>","on opportunity the male "" den master "" will let a second male inside of the den ; the basis for this is poorly explained . <eos>"
"james i appointed him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>","james i was a gentleman of the chapel royal , where he served as an organist from at least his death . <eos>","james i made him a gentleman of the chapel royal , where he served as an organist from at least 1615 until his death . <eos>"
"there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>","there are two of the same year , both former former town and england . <eos>","there are statues of sir alf ramsey and sir bobby robson , both former ipswich town and england managers , outside the ground . <eos>"
"george frideric handel also served as kapellmeister for george , elector of hanover -lrb- who eventually became george i of great britain -rrb- . <eos>","george george handel also served as kapellmeister for george , elector of hanover -lrb- who eventually became george i of great britain -rrb- . <eos>","george frideric handel also served as choirmaster for george , the elector of hanover , who eventually became george i of great britain . <eos>"
"today , landis ' father has become a hearty supporter of his son and regards himself as one of floyd 's biggest fans . <eos>",the band ' father has become a golden supporter of his son and had himself as one of floyd 's biggest fans . <eos>,landis ' father has become a supporter of his son and regards himself as one of floyd 's biggest fans . <eos>
the new york city housing authority police department was a law enforcement agency in new york city that existed from 1952 to 1995 . <eos>,the new york city housing authority police department was a law and agency . <eos>,the new york city housing authority police department was a law enforcement agency in new york city from 1952 to 1995 . <eos>
"he died on may 29 , 1518 in madrid , spain and was buried in the church of san benito d ' alcantara . <eos>","he died on may 29 , 1951 in madrid , spain . <eos>","he died on may 29 , 1518 in madrid , spain . it was buried in the church of san benito d ' alcantara . <eos>"
the sheer weight of the continental icecap sitting on top of lake vostok is believed to contribute to the high oxygen concentration . <eos>,the sheer weight of the continental is a large city of the continental ocean . <eos>,the lake vostok has a very large weight of the continental icecap on its waters . the high oxygen concentration of the lake water may because of this icecap . <eos>
the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game . <eos>,the form of chess played is a total of twelve minutes for the whole game . <eos>,"the form of chess played is speed chess , in which each player has a total of twelve minutes for the whole game . <eos>"
"the wave traveled across the atlantic , and organized into a tropical depression off the northern coast of haiti on september 13 . <eos>","the wave of the wave of haiti on september 13 , the wave , and organized into a tropical depression off the northern coast of haiti on september 13 . <eos>",the wave traveled across the atlantic and organized into a tropical depression off the coast of haiti on september 13 . <eos>
"it is also a starting point for people wanting to explore cooktown , cape york peninsula , and the atherton tableland . <eos>","it is also a starting point for people who is cape to explore , cape , and the rest of the north . <eos>","it is a starting point for people wanting to explore cooktown , cape york peninsula and atherton tableland . <eos>"
"prior to the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>","the arrival of the storm , the national park service closed and the first banks service closed service and the outer banks . <eos>","before the arrival of the storm , the national park service closed visitor centers and campgrounds along the outer banks . <eos>"
she was left behind -lrb- explanations for this vary -rrb- when the rest of the nicolenos were moved to the mainland . <eos>,she was left to the mainland of the british were moved to the mainland . <eos>,people have different thinking about why she was left behind when the nicolenos were moved to the main part of the country . <eos>
aliteracy -lrb- sometimes spelled alliteracy -rrb- is the state of being able to read but being uninterested in doing so . <eos>,the state of being able to read but being in the same time . <eos>,aliteracy is being able to read but uninterested in read . <eos>
"brunstad has several fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery store . <eos>","brunstad fast food restaurants , a restaurant restaurant , coffee bar , and its own grocery store . <eos>","brunstad has many fast food restaurants , a cafeteria-style restaurant , coffee bar , and its own grocery shop . <eos>"
"development stable releases are rare , but there are often subversion snapshots which are stable enough to use . <eos>",the development of the development are a rare stable . <eos>,"development stable releases are rare , but there are often subversion snapshots -lrb- an informal photograph taken quickly -rrb- which are stable enough to use . <eos>"
he served as the prime minister of egypt between 1945 and 1946 and again from 1946 and 1948 . <eos>,he served as the prime minister of the netherlands between 1945 and 1948 . <eos>,he served as prime minster of egypt from 1945 and 1946 as well as from 1946 through 1948 . <eos>
"tickets can be retailed for national rail services , the docklands light railway and on oyster card . <eos>",the docklands light railway and on oyster card . <eos>,tickets can be retailed for national rail services and the docklands light railway on oyster card . <eos>
"these works he produced and published himself , whilst his much larger woodcuts were mostly commissioned work . <eos>","these works he produced and published himself , his much bigger woodcuts were mostly work work . <eos>","these works he produced and published himself , whilst his much bigger woodcuts were mostly outsourced work . <eos>"
the amazon basin is the part of south america drained by the amazon river and its tributaries . <eos>,the amazon basin is the part of the south america . <eos>,the amazon basin is the part of south america drained by the amazon river and those who pay tribute to it . <eos>
"finally in 1482 the order dispatched him to florence , the ' city of his destiny ' . <eos>",finally in the order of his destiny ' . <eos>,in 1482 the order dispatched him to florence . <eos>
this was demonstrated in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>,this was the most important in the duchy of experiment in 1953 . <eos>,this was shown in the miller-urey experiment by stanley l. miller and harold c. urey in 1953 . <eos>
the same tram had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>,the same person had on 30 may 2006 at starr gate during a regular area during a small magnitude during a small loop during previous a.m. during previous trials during previous trials . <eos>,the same team had derailed on 30 may 2006 at starr gate loop during previous trials . <eos>
vouvray-sur-huisne is a commune in the sarthe department in the region of pays-de-la-loire in northwestern france . <eos>,it is found in the region pays de la loire in the sarthe department in the west of france . <eos>,vouvray-sur-huisne is a community in the sarthe department in the area of pays-de-la-loire in northwestern france . <eos>
moderate to severe damage extended up the atlantic coastline and as far inland as west virginia . <eos>,moderate <eos>,there was moderate to severe damage all the way up the atlantic coastline and as far inland as west virginia . <eos>
since the end of the 19th century eschelbronn is well known for its furniture manufacturing industry . <eos>,"since the end of the 19th century , the end of the 19th century is well known for its furniture manufacturing industry . <eos>",since the end of the 19th century eschelbronn is well known for its furniture making business . <eos>
chauvin was embarrassed to receive his award and initially indicated that he may not accept it . <eos>,chauvin chauvin was not to receive his award and initially indicated that he may not accept it . <eos>,chauvin was embarrassed to get his award and at first said that he may not accept it . <eos>
"shortly after attaining category 4 status , the outer convection of the hurricane became ragged . <eos>",shortly after the end of the hurricane became a hurricane of the hurricane became a hurricane . <eos>,"shortly after reaching category 4 status , the outer convection of the hurricane became worn out <eos>"
the upper half also resembles the coat of arms of the former district oberbarnim . <eos>,the upper half of arms is the coat of arms of the former district of the former district of the former district of the former district of the district of the district of the former district of the district . <eos>,"the former district oberbarnim , also resembles the upper half of the coat of arms . <eos>"
"he left a detachment of 11,000 troops to garrison the newly conquered region . <eos>",he left a student of the newly troops region . <eos>,"he left 11,000 troops to garrison the newly conquered region . <eos>"
"in 1998 , culver ran for iowa secretary of state and was victorious . <eos>","in 1998 , the australian union is a city in the united states . <eos>","in 1998 , culver successfully ran for iowa secretary of state . <eos>"
