Original,Prediction,Simplified sentences
"the population of afghanistan is divided into a wide variety of ethnic groups of which tajik , pashtun , hazara , uzbek and baloch . <eos>","the population of afghanistan is divided into a wide variety of ethnic groups of which , and food . <eos>",the population of afghanistan is divided into many ethnic groups . <eos>
"by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the democratic-republicans were not moving toward disunion . <eos>","by direct direct action in favor of white popular , saddam tried tried to make the local were not removed . <eos>","by eschewing direct action in favor of influencing popular opinion , madison tried to make clear that the republicans were not moving toward disunion . <eos>"
"it was founded in the 14th century by genoese colonists , who employed large numbers of workmen -lrb- calfats -rrb- in repairing ships . <eos>","it was founded in the 14th century by the first century by the genoese century , who is large numbers of scots -lrb- ende -rrb- in antalya . <eos>",calafat was started in the 14th century by genoese colonists . <eos>
"much of the enlightenment occurred in french intellectual circles , and major scientific breakthroughs were achieved by french scientists in the 18th century . <eos>","much of the enlightenment in french , duchies , and major scientific were made by french scientists in the 18th century . <eos>",french scientists made big scientific discoveries in the 18th century . <eos>
"in computing , a protocol is a set of rules which is used by computers to communicate with each other across a network . <eos>","in computing , a protocol is a set of the rules of rules which is used by computers . <eos>","in computing , a protocol is the language used by computers while talking with each other . <eos>"
"in 1527 it fell into the hands of the revay family , who suppressed the town privileges of mosovce for almost 400 years . <eos>",in the country of the family family who has been the hands of for almost almost 400 years . <eos>,"in 1527 the revay family became its owners , and they took away the town privileges of mosovce for almost 400 years . <eos>"
"the name jadgal applies specifically to groups that still speak the jadgali language , in the makran region of iran and pakistan . <eos>",the name of the name and applies to make that still still speak the language language in the region of iran and pakistan . <eos>,the jadgal people speak the jadgali language . <eos>
the combination of new weapons and tactics have caused many historians to consider this battle the beginning of the end of chivalry . <eos>,the combination of new weapons and tactics have caused many many to the beginning of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the<eos>,because of this change some historians call this battle the beginning of the end of chivalry . <eos>
"the caper story is distinguished from the straight crime story by elements of humor , adventure , or unusual cleverness or audacity . <eos>","the story is not from the cardiac crime of humor , or alarm or the legendary crime of humor , or alarm or tuff . <eos>","the typical elements of caper stories are humor , adventure , or unusual cleverness or audacity . <eos>"
in 1940 ellis became a member of maud who were investigating the possibility of using nuclear fission to develop new weapons . <eos>,"in 1940 , she became the most of the people of using nuclear people to develop new weapons . <eos>",during world war ii he worked on the possibility of using nuclear fission to develop new weapons . <eos>
"it is a transportation , commercial , and manufacturing centre , and has numerous industrial companies , principally geared towards shipbuilding . <eos>","it is a municipality of the indo-iranian , and is the state of numerous industrial companies . <eos>","kolding is a transportation , commercial , and manufacturing centre , and has many industrial companies . <eos>"
"during the second world war , turing was a main participant in the efforts at bletchley park to break german ciphers . <eos>","during the second world war , was a main singer in the match at the match at the second at the off-broadway at the off-broadway at the off-broadway at the off-broadway in 1939 . <eos>","during the second world war , turing was a main participant in the efforts to break german ciphers . <eos>"
"she has an older brother , chad , and a twin brother who is 12 minutes younger than she is . <eos>","she has an older brother , and a former brother who is born in 1989 . <eos>","alanis has a twin brother and an older brother , chad . <eos>"
the female often has a stripe along the spine and dark sides while the male may have blue spots dorsally . <eos>,the female often has a dark along along the spine and dark dark or the same dark system . <eos>,the female often has a stripe along the back and the male may have blue spots . <eos>
"in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>","in 1973 , the only australian australian to have been added . <eos>","in 1973 , patrick white was awarded the nobel prize in literature , the only australian to have achieved this . <eos>"
"despite producing strong convection and tropical storm-force sustained winds , it failed to develop a low-level circulation until july 20 . <eos>","despite the tropical storm-force winds and tropical storm-force winds , it failed to develop a low-level circulation until july 20 . <eos>","although it was producing strong convection and tropical storm-force sustained winds , it did not develop a low-level circulation until july 20 . <eos>"
"infants with this disease seem healthy at birth but if left untreated suffer severe brain damage , and eventually die . <eos>","with this form with this titles , and eventually die . <eos>","infants with this disease seem healthy at birth . if the disease is not treated , the person will suffer severe brain damage and eventually die . <eos>"
"in traditional mosques , this function is often elaborated into a freestanding building in the center of a courtyard . <eos>","in traditional mosques , this is often often into a mirror building . <eos>","in bigger , traditional mosques , there is often a building specially for washing . this is often in the center of the courtyard . <eos>"
"he is also renowned for his work in mechanics , fluid dynamics , optics , and astronomy . <eos>","he is also for his work in the mechanics , and astronomy . <eos>","he is also known for his work in mechanics , optics , and astronomy . <eos>"
approximately 24 % australians over the age of 15 regularly participate in organised sporting activities in australia . <eos>,the age of 15 regularly in the fourth bowl in the australia of 15 regularly in the australia of 15 regularly in the australia . <eos>,24 % australians over the age of 15 regularly take part in in organised sporting activities . <eos>
"restoration of independence in 1991 , the soviet union broke apart and armenia re-established its independence . <eos>","restoration of independence in 1991 , the soviet union and armenia separated its independence . <eos>",armenia received its independence from the soviet union in 1991 . <eos>
"the official language of argentina is spanish , usually called castellano -lrb- castilian -rrb- by argentines . <eos>","the official language of argentina is located in argentina , usually called the official language . <eos>",spanish is the language most people speak and the official language . <eos>
a naval mine is a self-contained explosive device placed in water to destroy ships or submarines . <eos>,a naval mine is a medieval railway in water to destroy ships . <eos>,a naval mine is a bomb placed in water to destroy ships or submarines . <eos>
the eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>,they were not when they eat up and also also also also also widespread widespread . <eos>,eruption causes deaths of livestock when they eat contaminated grass and also widespread crop failure . <eos>
the union commanders then ordered another charge with a cavalry regiment that reinforced the union infantry . <eos>,the union is then ordered with a brightwing that infects the union . <eos>,the union army then ordered another charge with a large cavalry regiment that reinforced the union infantry . <eos>
since then they have changed their name to palladium and played alongside amy winehouse . <eos>,"since then , they have changed their name to see and played alongside . <eos>",since then they have changed their name to palladium and played alongside amy winehouse . <eos>
wikipedia is free content that anyone can edit and distribute . <eos>,wikipedia wikipedia is free or hardware that can be used and means . <eos>,wikipedia is free content that anyone may change . <eos>
the print collections are further supported by extensive microform holdings . <eos>,the print are further by the print collections system . <eos>,the print collections include large collections of microform . <eos>
this is known as the geocentric model of the universe . <eos>,this is known as the greatest model of the universe . <eos>,this is known as the geocentric model of the universe . <eos>
